Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-0.3304,-2.3661,-3.2992,-2.2402,0.0056,-3.5375,-2.5526,-1.0885,-0.7721,0.0716,1.3677,-2.5243,-0.5485,3.2753,-2.0526,0.4544,3.4387,-3.9041,-3.4521
3.9062,-0.1616,-2.2240,-4.1678,-2.5872,-0.4201,0.2049,-2.9021,-0.6386,-2.0988,4.4246,-2.1400,-3.2905,-1.8522,1.1751,-0.5395,1.0977,1.6080,-5.1843,-3.9486
7.8125,0.6277,-2.9090,-5.3424,-2.6762,-0.3923,5.5843,-2.2662,0.1075,-4.3630,8.6335,-6.9744,-4.0096,-3.0812,-1.7785,1.5527,1.8479,-0.6187,-6.6591,-4.1760
11.7188,1.4193,-4.3180,-6.1098,-2.1751,0.0805,10.2228,-0.1174,0.9769,-6.8295,10.9483,-11.5100,-4.1667,-3.5159,-4.7413,3.3095,2.1863,-2.4461,-7.5498,-3.6239
15.6250,1.2626,-5.6568,-5.6039,-0.9385,0.5367,11.4910,3.3604,1.6854,-8.3021,10.4747,-13.8069,-3.2917,-2.7265,-6.8588,3.8271,1.6819,-3.2810,-7.0497,-1.9859
19.5312,-0.4065,-5.7791,-3.3091,0.8902,0.3324,8.2686,7.1480,2.0080,-7.7099,7.7017,-12.6281,-1.2462,-0.8880,-7.7491,2.8056,0.3105,-3.1200,-4.7659,0.5949
23.4375,-3.1618,-3.8993,0.5086,2.9164,-0.8824,1.9682,9.7659,1.9297,-4.7840,4.2001,-8.2359,1.5734,1.2342,-7.6921,0.8022,-1.4736,-2.5699,-1.0476,3.4898
27.3438,-5.6151,-0.2399,4.7430,4.6480,-2.8218,-4.0327,9.9953,1.6588,-0.4075,1.7004,-2.4595,4.2725,2.6483,-7.3999,-1.0542,-2.9775,-2.4599,3.0143,5.8135
31.2500,-6.1838,3.8657,7.8751,5.6810,-4.6332,-6.3605,7.5543,1.4859,3.6498,1.1625,2.0981,5.7965,2.6596,-7.5249,-1.7074,-3.6462,-3.2857,5.9885,6.8227
35.1562,-4.1578,6.5867,8.7089,5.8412,-5.3694,-3.7918,3.3349,1.5878,5.5558,2.4154,3.3451,5.4593,1.2573,-8.2339,-0.7504,-3.2976,-4.8518,6.7549,6.2845
39.0625,-0.3333,6.6157,7.0153,5.2372,-4.5635,1.8746,-0.9558,1.9276,4.3810,4.5193,0.7885,3.3907,-0.8538,-9.1217,1.4355,-2.0701,-6.3604,5.0862,4.6177
42.9688,3.2962,3.9695,3.6968,4.2218,-2.5226,6.8921,-3.5754,2.3266,0.6471,6.4980,-4.2002,0.6049,-2.5972,-9.4990,4.0173,-0.1913,-6.9014,1.8219,2.7186
46.8750,4.6853,0.0308,0.3423,3.2753,-0.1450,7.9501,-3.5360,2.6481,-3.8983,7.8825,-9.1207,-1.4371,-3.0554,-8.8402,6.2245,2.1681,-6.0335,-1.5082,1.5484
50.7812,3.0158,-3.2390,-1.5995,2.8366,1.6069,4.3153,-1.0078,2.9372,-7.1926,8.7232,-11.6879,-1.5997,-1.9072,-7.0913,7.6525,4.7850,-4.0798,-3.4509,1.6835
54.6875,-0.7329,-4.4410,-1.5609,3.1261,2.2247,-1.6934,2.8418,3.3890,-7.9465,9.1833,-11.0335,0.2443,0.4474,-4.6595,8.1869,7.1314,-1.9457,-3.3797,3.0512
58.5938,-4.3322,-3.5112,-0.0848,4.0303,1.8482,-6.2093,6.4426,4.1551,-6.2796,9.1423,-8.0871,3.0525,3.1174,-2.1360,7.7243,8.2979,-0.5771,-1.7973,4.9836
62.5000,-5.6508,-1.6372,1.5745,5.1191,1.0655,-6.2927,8.5171,5.1368,-3.5441,8.1984,-4.9434,5.1352,5.1640,0.0254,6.0328,7.3361,-0.4082,-0.0030,6.5548
66.4062,-3.9495,-0.3989,2.2196,5.8180,0.5138,-1.7404,8.5362,5.9441,-1.4702,6.0860,-3.6146,5.0958,6.0143,1.6562,2.9575,3.9114,-1.1530,0.6848,7.0272
70.3125,-0.3094,-0.7220,1.3734,5.6733,0.5608,4.9055,6.7626,6.0828,-1.1771,3.1466,-4.9170,2.6365,5.6384,2.7829,-1.1712,-1.1962,-2.0674,-0.3127,6.1749
74.2188,3.0530,-2.3362,-0.5471,4.5702,1.2199,10.0492,3.9450,5.2588,-2.6406,0.4023,-8.1257,-1.2749,4.4249,3.4137,-5.3181,-6.2243,-2.5047,-2.5539,4.3275
78.1250,4.1161,-4.0655,-2.6054,2.7737,2.2463,11.2198,0.8926,3.5851,-4.8866,-0.9337,-11.5385,-4.9904,2.8574,3.3933,-8.0280,-9.2809,-2.3936,-4.9272,2.1269
82.0312,2.1837,-4.6975,-3.9795,0.7572,3.2574,8.3077,-1.8242,1.5334,-6.7026,-0.2302,-13.5298,-7.1469,1.2013,2.4448,-8.1611,-9.4421,-2.3200,-6.3862,0.1513
85.9375,-1.8451,-3.8060,-4.4279,-1.0768,3.7819,3.1913,-3.9254,-0.3474,-7.3554,2.0417,-13.4156,-7.3950,-0.6043,0.3703,-5.6311,-7.3390,-3.1413,-6.5823,-1.3760
