Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-0.0251,0.2105,-0.8898,-1.4823,-0.3421,-0.7157,-0.7449,0.0430,-0.0897,0.1803,0.1913,-1.2968,-2.5529,-1.6684,-0.3069,-1.1445,-1.9264,-1.9345,-1.9791
3.9062,0.4050,0.4487,-1.5414,-2.6616,-2.1593,-0.7495,-0.4881,-0.6111,-0.0189,0.2694,-0.0047,-2.1844,-3.9440,-3.9942,-0.8857,-2.0561,-3.3995,-2.6092,-3.2685
7.8125,0.7099,0.4466,-2.2922,-3.9853,-4.0748,-0.7557,-0.3388,-1.2133,-0.0390,0.1675,-0.4717,-3.2580,-5.3764,-6.4434,-1.5903,-3.4055,-5.0098,-3.3426,-4.7529
11.7188,0.6821,0.0606,-2.9883,-5.0301,-5.2603,-0.8529,-0.4918,-1.3918,-0.3173,-0.2106,-1.3126,-4.3767,-6.4375,-8.1013,-2.3935,-4.9253,-6.2789,-4.0567,-6.0281
15.6250,0.2776,-0.8088,-3.6651,-5.6375,-5.3496,-1.2425,-1.0535,-1.0980,-1.0521,-0.8716,-2.5944,-5.5485,-7.0522,-8.4988,-3.3448,-6.2804,-6.9636,-4.8827,-6.9491
19.5312,-0.3504,-2.2030,-4.5790,-6.0728,-4.8221,-2.1006,-1.9922,-0.7856,-2.3839,-1.7550,-4.3114,-6.9438,-7.5878,-7.9796,-4.5105,-7.2570,-7.2427,-6.1208,-7.7730
23.4375,-0.9435,-4.0653,-6.0515,-6.8867,-4.8320,-3.4477,-3.1665,-1.2512,-4.2909,-2.7648,-6.3377,-8.7568,-8.6390,-7.5608,-5.8467,-7.8799,-7.6335,-8.0384,-9.0008
27.3438,-1.2944,-6.1869,-8.2106,-8.5513,-6.5266,-5.0865,-4.4045,-3.1862,-6.5285,-3.7854,-8.3917,-10.9981,-10.6079,-8.3407,-7.0988,-8.3619,-8.6616,-10.6294,-10.9978
31.2500,-1.3670,-8.1990,-10.8092,-11.1106,-10.2674,-6.6589,-5.5844,-6.7032,-8.6717,-4.6737,-10.0595,-13.3659,-13.3538,-10.8113,-7.8301,-8.9044,-10.4845,-13.5117,-13.6491
35.1562,-1.3070,-9.6707,-13.2658,-14.0816,-15.2719,-7.8012,-6.6754,-11.1446,-10.2685,-5.2559,-10.9145,-15.3096,-16.1637,-14.5075,-7.6161,-9.4856,-12.7168,-16.0522,-16.3026
39.0625,-1.3463,-10.3053,-14.9297,-16.6731,-19.9389,-8.3094,-7.7296,-15.3149,-11.0422,-5.3712,-10.7113,-16.2762,-18.0861,-18.2093,-6.3194,-9.8053,-14.5877,-17.6608,-18.0670
42.9688,-1.6703,-10.1333,-15.4189,-18.1784,-22.6736,-8.2202,-8.8336,-18.0179,-11.0362,-4.9700,-9.5715,-16.0056,-18.4334,-20.5630,-4.2846,-9.4625,-15.3476,-18.0739,-18.2923
46.8750,-2.3337,-9.5656,-14.8272,-18.2969,-22.7085,-7.7644,-10.0378,-18.5947,-10.6141,-4.2139,-8.0374,-14.6969,-17.1439,-20.7420,-2.3050,-8.2703,-14.6807,-17.4569,-16.9344
50.7812,-3.2664,-9.2283,-13.6738,-17.2092,-20.4302,-7.2331,-11.2826,-17.1717,-10.3011,-3.4950,-6.9196,-12.9414,-14.7903,-18.7768,-1.3293,-6.4965,-12.8742,-16.2798,-14.5824
54.6875,-4.3475,-9.6403,-12.6318,-15.4100,-17.0571,-6.8441,-12.3586,-14.5194,-10.5462,-3.3149,-6.9683,-11.4544,-12.2489,-15.4232,-2.0321,-4.8335,-10.6498,-15.0630,-12.1403
58.5938,-5.4827,-10.9123,-12.1984,-13.4425,-13.9202,-6.6833,-12.9409,-11.6438,-11.5248,-4.0539,-8.5123,-10.7508,-10.2489,-11.7172,-4.4619,-4.0668,-8.7736,-14.1592,-10.3696
62.5000,-6.6277,-12.6559,-12.4849,-11.7005,-11.8074,-6.7325,-12.7223,-9.3554,-13.0769,-5.7420,-11.2545,-10.9380,-9.0678,-8.5119,-7.9574,-4.6207,-7.6826,-13.6779,-9.5568
66.4062,-7.7476,-14.1733,-13.2162,-10.3648,-10.7260,-6.9362,-11.6027,-8.0132,-14.7918,-7.9733,-14.3524,-11.7174,-8.5160,-6.2272,-11.3909,-6.2642,-7.3351,-13.5459,-9.4682
70.3125,-8.7518,-14.8260,-13.9047,-9.4356,-10.1278,-7.2412,-9.8295,-7.5088,-16.1810,-10.0379,-16.7647,-12.5745,-8.1636,-4.8645,-13.6323,-8.1839,-7.3376,-13.6093,-9.5686
74.2188,-9.4670,-14.3681,-14.0865,-8.7850,-9.3660,-7.5860,-7.9713,-7.4247,-16.8503,-11.2286,-17.7060,-13.0441,-7.6335,-4.1794,-14.0209,-9.4092,-7.2353,-13.6947,-9.3427
78.1250,-9.6890,-13.0530,-13.5100,-8.2008,-8.0770,-7.8676,-6.6851,-7.2605,-16.6110,-11.1708,-16.9865,-12.9182,-6.7944,-3.8705,-12.6309,-9.3489,-6.7787,-13.6211,-8.5421
82.0312,-9.2969,-11.4645,-12.2158,-7.4516,-6.3118,-7.9405,-6.3751,-6.6440,-15.5173,-10.0029,-15.0688,-12.3084,-5.7808,-3.7000,-10.2175,-8.1188,-6.0272,-13.2154,-7.2601
85.9375,-8.3631,-10.1874,-10.5011,-6.3972,-4.4357,-7.6733,-6.9414,-5.4799,-13.8393,-8.3074,-12.8186,-11.5477,-4.8820,-3.5445,-7.8741,-6.4623,-5.2643,-12.3724,-5.8389
89.8438,-7.1772,-9.5141,-8.7914,-5.1009,-2.9234,-7.0347,-7.7938,-3.9978,-11.9828,-6.8258,-11.0766,-10.9878,-4.3807,-3.3990,-6.5514,-5.3111,-4.8057,-11.1331,-4.6799
93.7500,-6.1420,-9.3392,-7.4568,-3.8447,-2.1618,-6.1407,-8.1489,-2.6652,-10.3599,-6.1045,-10.2671,-10.7866,-4.4089,-3.3419,-6.6482,-5.2499,-4.8096,-9.6983,-4.0402
97.6562,-5.5778,-9.2750,-6.6378,-2.9820,-2.2995,-5.2124,-7.4455,-1.9628,-9.2352,-6.2544,-10.2333,-10.7897,-4.8573,-3.4499,-7.8524,-6.1968,-5.1773,-8.3286,-3.8894
101.5625,-5.5436,-8.8964,-6.1608,-2.6825,-3.1496,-4.4582,-5.6243,-2.1044,-8.6099,-6.9407,-10.3753,-10.5767,-5.3657,-3.6850,-9.3093,-7.4721,-5.5713,-7.1741,-3.8887
105.4688,-5.7941,-7.9769,-5.6140,-2.7418,-4.1814,-3.9516,-3.1107,-2.8515,-8.2216,-7.5984,-10.0137,-9.6726,-5.4195,-3.8222,-10.0483,-8.1944,-5.5392,-6.1637,-3.5250
109.3750,-5.9217,-6.6028,-4.5764,-2.6260,-4.6606,-3.5900,-0.5401,-3.5646,-7.6946,-7.7498,-8.7885,-7.8339,-4.5573,-3.5022,-9.4740,-7.7628,-4.7019,-5.0624,-2.3694
113.2812,-5.6144,-5.1271,-2.8933,-1.7762,-3.9508,-3.1696,1.5644,-3.5100,-6.7799,-7.2503,-6.8801,-5.2582,-2.6222,-2.4235,-7.6747,-6.1548,-2.9442,-3.6831,-0.3498
