Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,11.7261,-1.5304,-2.9622,0.9729,3.1907,0.0782,-0.4467,2.8230,-0.0590,12.2666,0.7473,-0.9463,-0.0890,1.9590,3.2836,-0.0256,0.2179,-2.6778,-0.5516
3.9062,16.5359,0.8307,-1.4746,2.5504,5.4037,2.0151,0.3356,3.6441,2.0460,16.8184,2.3658,0.8948,2.1077,4.2991,4.6393,1.2809,1.2292,0.1074,1.7743
7.8125,21.5552,3.9555,0.7364,4.5505,7.7231,4.7075,1.3207,4.2162,4.3947,21.5094,4.1394,2.7599,4.8017,6.9010,6.1250,2.7904,2.5274,3.6344,4.9608
11.7188,25.0643,7.0629,3.1066,6.1881,9.0975,7.3638,2.2116,4.0482,6.4131,24.7193,5.5756,3.8946,7.0216,8.6012,7.4633,3.9642,3.6757,6.7871,7.9831
15.6250,26.0627,9.4117,4.9456,6.6669,8.7689,9.1607,2.7466,2.8721,7.8111,25.4919,6.4546,3.9266,7.9406,8.5473,8.4464,4.4596,4.3093,8.5476,9.7346
19.5312,24.6266,10.5843,5.7346,5.5760,6.6644,9.6299,2.7998,0.7944,8.6096,23.8666,6.8793,3.0850,7.3147,6.6978,8.8965,4.3257,4.3378,8.4756,9.5628
23.4375,21.5017,10.4991,5.3012,3.0797,3.3833,8.7826,2.3714,-1.7580,8.8674,20.5212,7.0161,1.9983,5.5485,3.8191,8.5689,3.9029,3.9525,6.8135,7.5358
27.3438,17.3297,9.2165,3.8068,-0.1915,-0.1791,6.9399,1.5071,-4.2490,8.3662,16.0805,6.7426,1.2103,3.3669,0.9892,7.1293,3.4981,3.4373,4.2067,4.3172
31.2500,12.1864,6.7750,1.6237,-3.4449,-3.2888,4.4592,0.2494,-6.2565,6.5869,10.6977,5.5400,0.7789,1.3564,-1.0402,4.2996,3.0921,2.9360,1.3001,0.7890
35.1562,5.8347,3.2450,-0.7813,-6.0245,-5.6137,1.5985,-1.3156,-7.5746,3.0924,4.2600,2.8112,0.2677,-0.2896,-2.1894,0.1247,2.3282,2.3595,-1.4907,-2.3007
39.0625,-1.5404,-1.0339,-2.8987,-7.5530,-7.1478,-1.3950,-2.9505,-8.1708,-1.9187,-2.9815,-1.5383,-0.8498,-1.6693,-2.9027,-4.8135,0.8171,1.5064,-3.9232,-4.4776
42.9688,-8.8041,-5.2745,-4.2117,-7.9151,-7.9718,-4.1121,-4.2232,-8.0877,-7.3357,-9.9664,-6.6854,-2.6783,-2.8524,-3.6753,-9.4325,-1.4576,0.2965,-5.7353,-5.4836
46.8750,-14.1278,-8.3641,-4.2937,-7.1834,-8.0964,-5.9512,-4.6245,-7.3993,-11.4448,-15.0610,-11.0263,-4.6754,-3.6492,-4.6410,-12.4999,-3.9530,-1.0767,-6.5648,-5.1926
50.7812,-15.9797,-9.3065,-2.9752,-5.5815,-7.5182,-6.3376,-3.8223,-6.2519,-12.7332,-16.9263,-12.8978,-5.9085,-3.6825,-5.5193,-13.1576,-5.7758,-2.2142,-6.0935,-3.6352
54.6875,-14.1521,-7.7290,-0.4784,-3.4815,-6.3961,-5.0614,-1.8952,-4.9167,-10.7097,-15.4056,-11.4861,-5.6303,-2.7109,-5.9167,-11.3435,-6.1784,-2.7651,-4.2998,-1.1123
58.5938,-10.0080,-4.1075,2.6124,-1.3575,-5.1346,-2.4682,0.6342,-3.7507,-6.2011,-11.7220,-7.3418,-3.7721,-0.9251,-5.7006,-7.8602,-5.0143,-2.6772,-1.5759,1.7639
62.5000,-5.6746,0.4624,5.5792,0.3580,-4.2380,0.6751,3.0248,-3.0396,-0.9116,-7.7596,-2.1410,-1.0106,1.0547,-5.1279,-4.0349,-2.8394,-2.2450,1.4301,4.2348
66.4062,-2.7251,4.7959,7.8748,1.4554,-4.0131,3.5638,4.6733,-2.8240,3.4722,-4.9130,2.1849,1.6284,2.5164,-4.6330,-1.1424,-0.5880,-1.8991,4.1407,5.7220
70.3125,-1.3253,8.0928,9.2953,2.0249,-4.3575,5.7107,5.3698,-2.8590,6.0533,-3.3543,4.4156,3.3452,3.0914,-4.4656,0.1081,0.9571,-1.8798,6.2832,6.1033
74.2188,-0.4968,10.0615,9.8968,2.3253,-4.8324,7.0109,5.2835,-2.7877,6.9069,-2.2759,4.5171,3.9307,2.9566,-4.4854,-0.2236,1.5535,-2.0329,7.8338,5.7177
78.1250,0.7095,10.6922,9.7345,2.5030,-4.9976,7.5032,4.7080,-2.4355,6.6506,-0.9128,3.3893,3.7144,2.6441,-4.2840,-1.4763,1.5121,-1.8894,8.7408,5.0680
82.0312,2.0755,9.9556,8.6629,2.3675,-4.7628,7.0716,3.7741,-2.0164,5.8065,0.4830,2.1308,3.2024,2.6050,-3.5338,-2.7838,1.3745,-0.9865,8.7090,4.4307
85.9375,2.0714,7.7374,6.4113,1.4423,-4.4729,5.3983,2.3664,-2.0644,4.4626,0.5452,1.3583,2.7138,2.8670,-2.2767,-3.4700,1.5120,0.7882,7.3133,3.6776
89.8438,-1.0824,4.0876,2.9311,-0.6781,-4.6326,2.2671,0.3171,-3.0890,2.4513,-2.2648,1.0099,2.2781,3.0576,-0.9184,-3.2595,1.9262,3.0713,4.4284,2.4636
93.7500,-7.8981,-0.4454,-1.2407,-3.8770,-5.4602,-1.9999,-2.2761,-5.1634,-0.1737,-8.3426,0.6745,1.8165,2.7761,0.0713,-2.2654,2.3533,5.2061,0.6545,0.6493
97.6562,-16.8166,-4.7459,-4.9365,-7.3120,-6.6094,-6.3550,-4.8750,-7.7328,-2.8256,-16.2692,0.1127,1.3975,2.0146,0.5175,-0.8337,2.5483,6.6078,-2.6720,-1.3780
101.5625,-24.8124,-7.5010,-6.7886,-9.6837,-7.3007,-9.3365,-6.6538,-9.8160,-4.5572,-23.3679,-0.4607,1.3168,1.2769,0.6779,0.6320,2.5117,7.0602,-4.0329,-2.7787
105.4688,-29.0845,-7.8407,-5.9488,-9.8914,-6.8109,-9.7692,-6.9257,-10.5133,-4.6381,-27.1894,-0.5372,1.9127,1.2635,1.0503,1.7855,2.4948,6.7541,-2.5843,-2.7389
109.3750,-28.6947,-5.8423,-2.6684,-7.7047,-5.0023,-7.4415,-5.5804,-9.5246,-3.1120,-26.9237,0.2348,3.2590,2.3276,1.9915,2.3858,2.7961,6.0640,1.2318,-1.0525
113.2812,-25.0332,-2.5484,1.6654,-4.0176,-2.5223,-3.3143,-3.2337,-7.3518,-0.8933,-23.7784,1.6751,4.9846,4.1039,3.4253,2.3125,3.5141,5.2511,5.7652,1.6040
117.1875,-20.8324,0.5326,5.1254,-0.4796,-0.5095,0.8921,-0.9685,-5.0465,0.7042,-20.1049,3.0628,6.3840,5.6151,4.8530,1.5748,4.4345,4.3223,8.9472,3.9314
121.0938,-18.4633,2.1440,6.1717,1.3236,0.0368,3.5031,0.1965,-3.6406,0.7095,-17.9310,3.5084,6.7709,5.8342,5.6570,0.3125,5.1229,3.1445,9.3514,4.6785
125.0000,-18.7029,1.7976,4.3977,0.6839,-1.1549,3.6270,-0.1950,-3.5883,-0.9819,-17.9288,2.4583,5.8562,4.3531,5.4905,-1.2350,5.1543,1.7114,6.9090,3.3296
128.9062,-20.7339,-0.1599,0.6899,-1.8797,-3.4355,1.4433,-1.8470,-4.5377,-3.6276,-19.4515,0.0026,3.9157,1.7101,4.4939,-2.8042,4.3311,0.3269,2.8792,0.3918
132.8125,-23.1828,-2.8734,-3.2558,-4.9214,-5.5584,-2.0386,-3.9090,-5.5512,-6.1390,-21.4368,-3.1797,1.6551,-0.8623,3.2046,-4.2036,2.7737,-0.4782,-0.8599,-2.8769
136.7188,-25.2743,-5.4264,-5.7641,-6.8345,-6.3394,-5.5289,-5.4181,-5.6391,-7.6939,-23.3615,-6.1723,-0.1365,-2.1420,2.2211,-5.3804,0.8509,-0.2851,-2.7550,-5.1311
140.6250,-27.2096,-7.1531,-5.9063,-6.6512,-5.2913,-7.9885,-5.7350,-4.3039,-8.0707,-25.4890,-8.2390,-0.9502,-1.6495,1.8307,-6.4190,-0.9906,0.8379,-2.2382,-5.6068
144.5312,-29.5668,-7.7259,-3.7920,-4.4671,-2.9033,-8.9120,-4.7662,-1.8127,-7.5564,-28.2786,-9.0808,-0.7580,0.0358,1.8168,-7.4586,-2.4069,2.2054,0.1748,-4.4467
148.4375,-32.3355,-7.1033,-0.3664,-1.3134,-0.4237,-8.3288,-2.9125,0.9332,-6.5932,-31.5338,-8.8421,0.0196,1.5719,1.5551,-8.5676,-3.2654,2.7772,3.2822,-2.5519
152.3438,-34.4519,-5.4522,3.1019,1.4015,0.7405,-6.6198,-0.8210,2.8437,-5.4611,-34.0558,-7.9181,0.7383,1.5949,0.3543,-9.6384,-3.6432,1.7045,5.7974,-1.0816
156.2500,-34.2632,-3.0868,5.5637,2.5630,-0.2870,-4.2764,0.9150,3.1678,-4.1982,-34.1567,-6.7045,0.8366,-0.5163,-2.1296,-10.3656,-3.7277,-1.1531,6.8539,-0.8810
160.1562,-30.5879,-0.3834,6.5450,1.8143,-3.3998,-1.6859,1.9840,1.8474,-2.7341,-30.6861,-5.4113,0.0994,-4.2732,-5.6123,-10.3390,-3.6698,-5.0613,6.2607,-2.1024
164.0625,-23.5673,2.3481,6.2265,-0.3668,-7.5147,0.9961,2.4375,-0.4668,-1.0614,-23.8255,-4.0146,-1.2237,-8.2949,-9.1897,-9.2301,-3.4728,-8.7177,4.4958,-4.1647
167.9688,-14.6815,4.9738,5.2713,-2.9583,-11.0374,3.8360,2.6105,-2.7313,0.7134,-15.0800,-2.3438,-2.5011,-10.9740,-11.6633,-6.9937,-2.9831,-10.8700,2.4966,-6.0406
171.8750,-5.9663,7.5158,4.4921,-4.8854,-12.5807,6.9478,2.9158,-4.0036,2.4466,-6.5132,-0.2575,-2.9853,-11.2275,-12.0586,-3.9848,-2.0028,-10.8923,1.3101,-6.7329
175.7812,0.9554,9.9731,4.4814,-5.4828,-11.5960,10.2176,3.5957,-3.8762,4.0530,0.2005,2.1836,-2.1575,-8.9555,-10.0964,-0.9078,-0.4623,-9.0028,1.6870,-5.7354
179.6875,5.3352,12.1046,5.3466,-4.7378,-8.6137,13.0981,4.5470,-2.6480,5.5075,4.2583,4.6417,0.0111,-5.0104,-6.3753,1.4092,1.4604,-6.0314,3.7516,-3.2780
183.5938,7.0390,13.3767,6.6652,-3.2309,-4.9774,14.6626,5.3219,-1.1562,6.7498,5.5326,6.5842,3.0233,-0.7418,-2.1466,2.3268,3.3671,-2.9212,6.9091,-0.2394
187.5000,5.9501,13.1920,7.7005,-1.8158,-2.2068,13.9826,5.3337,-0.3564,7.5946,4.0276,7.5001,6.0768,2.6151,1.2257,1.6473,4.8185,-0.2855,10.0821,2.2510
191.4062,1.6704,11.2917,7.7885,-1.1947,-1.3149,10.6655,4.1797,-0.8578,7.7548,-0.4377,7.1396,8.4270,4.4026,2.8556,-0.3276,5.5561,1.7350,12.1998,3.3434
195.3125,-6.1397,8.0484,6.6992,-1.5866,-2.4108,5.2293,1.9098,-2.6366,6.9896,-7.9966,5.6373,9.6886,4.6693,2.6749,-2.9651,5.6218,3.2954,12.6976,2.8711
199.2188,-17.0195,4.3990,4.7747,-2.6428,-4.7534,-0.9618,-0.9187,-5.0518,5.2817,-18.1342,3.4443,9.9118,3.9728,1.3614,-5.5991,5.2879,4.5406,11.7468,1.4125
203.1250,-29.1957,1.4134,2.7614,-3.6424,-7.1726,-6.2187,-3.4468,-7.1369,2.9189,-29.2570,1.1137,9.4163,3.0179,-0.0768,-7.7863,4.8466,5.4135,10.0859,-0.0273
207.0312,-39.8353,-0.2303,1.4363,-3.8640,-8.6003,-9.2329,-4.8720,-8.0130,0.4256,-38.9026,-0.9193,8.5236,2.3327,-0.8121,-9.3829,4.4091,5.6953,8.5668,-0.5448
210.9375,-46.0867,-0.5065,1.2464,-2.9441,-8.4484,-9.5722,-4.7680,-7.2345,-1.6102,-44.6246,-2.4323,7.3816,2.1141,-0.5356,-10.4283,3.8598,5.2044,7.7017,0.2121
214.8438,-46.3873,0.1223,2.1601,-1.0461,-6.7081,-7.7199,-3.2063,-4.9348,-2.7217,-45.1102,-3.3627,5.9908,2.2530,0.5122,-10.9633,2.9909,3.9667,7.4788,1.9128
218.7500,-41.3138,1.1335,3.7805,1.2339,-3.8183,-4.7145,-0.6544,-1.7436,-2.6928,-40.9135,-3.7045,4.3790,2.4699,1.7624,-10.9438,1.7105,2.2198,7.5153,3.7827
222.6562,-33.4993,2.2813,5.6052,3.1635,-0.4435,-1.6725,2.2497,1.4598,-1.6202,-34.3846,-3.4773,2.7589,2.4683,2.6243,-10.3333,0.1616,0.2693,7.3974,5.0523
226.5625,-26.6451,3.5793,7.2472,4.2143,2.7226,0.5263,4.9010,3.8508,0.0783,-28.8064,-2.8070,1.5222,2.0559,2.7208,-9.2928,-1.3353,-1.6619,6.9555,5.3507
230.4688,-24.0822,4.9843,8.5010,4.2813,5.0959,1.3169,6.8290,4.9153,1.7278,-27.1238,-2.0220,1.0490,1.2135,1.9884,-8.2875,-2.4665,-3.4565,6.3128,4.8376
234.3750,-27.4909,6.1012,9.2727,3.6818,6.3048,0.4246,7.7192,4.5822,2.5677,-30.7950,-1.6239,1.4588,0.1093,0.6637,-7.9612,-3.0940,-4.9932,5.7255,4.0344
238.2812,-36.2567,6.2309,9.4900,2.9511,6.2687,-2.0966,7.4282,3.1937,2.0317,-39.2001,-2.0767,2.4761,-0.9550,-0.8058,-8.7986,-3.2941,-6.0362,5.3684,3.4887
242.1875,-47.6755,4.7925,9.0924,2.5440,5.2154,-5.7518,6.0325,1.3305,0.0382,-49.8212,-3.5205,3.5150,-1.6657,-1.9056,-10.7734,-3.2576,-6.2723,5.2246,3.4762
246.0938,-57.9390,1.8190,8.1025,2.6007,3.5984,-9.5900,3.8759,-0.4334,-2.8813,-59.1502,-5.6163,3.9475,-1.8429,-2.2369,-13.2411,-3.1515,-5.5123,5.1265,3.8941
250.0000,-63.5827,-1.8816,6.6949,2.8964,1.9232,-12.4616,1.5313,-1.7332,-5.7473,-64.0362,-7.6680,3.4146,-1.5274,-1.6825,-15.1997,-3.0483,-3.9092,4.8858,4.3778
253.9062,-62.8787,-5.0816,5.1730,3.0078,0.5723,-13.5182,-0.3633,-2.4703,-7.5647,-62.9791,-8.9722,2.0204,-0.9307,-0.4598,-15.8056,-2.9471,-1.9837,4.4107,4.5510
257.8125,-56.5910,-6.7926,3.8510,2.6079,-0.2685,-12.6747,-1.3401,-2.7083,-7.7998,-56.8103,-9.1732,0.3212,-0.2545,1.0073,-14.8422,-2.8263,-0.3702,3.7527,4.2663
261.7188,-47.6750,-6.7780,2.9250,1.7223,-0.5490,-10.6881,-1.2807,-2.4950,-6.6199,-48.3714,-8.3830,-0.8825,0.5091,2.3520,-12.8430,-2.6469,0.5792,3.0939,3.7098
265.6250,-39.9473,-5.5648,2.4352,0.7849,-0.2324,-8.7268,-0.4291,-1.7617,-4.7340,-41.2349,-6.9976,-0.8631,1.6323,3.4981,-10.7778,-2.3064,1.0509,2.7056,3.3226
269.5312,-36.2948,-3.9772,2.3453,0.4336,0.7588,-7.6720,0.7703,-0.3974,-2.9340,-38.0262,-5.3683,0.7302,3.4780,4.6784,-9.4892,-1.6185,1.6638,2.8885,3.5783
273.4375,-37.3289,-2.5619,2.6639,1.1451,2.4609,-7.6144,1.9059,1.5399,-1.6377,-39.2024,-3.5949,3.6942,6.1742,6.1870,-9.2296,-0.4024,3.0276,3.8800,4.7297
277.3438,-41.2334,-1.3395,3.4845,2.9172,4.7102,-7.9035,2.7555,3.6458,-0.7417,-42.9705,-1.6055,7.2980,9.3584,8.0260,-9.5868,1.3338,5.2538,5.7278,6.6522
281.2500,-44.9177,-0.0423,4.8824,5.1993,7.0525,-7.7199,3.2839,5.2079,0.1255,-46.4122,0.5466,10.5127,12.2020,9.7206,-9.8356,3.2411,7.7710,8.1740,8.8638
285.1562,-45.8264,1.3865,6.7198,7.1293,8.8367,-6.7649,3.5130,5.5058,1.1402,-47.1782,2.4173,12.3587,13.7557,10.4913,-9.4828,4.6612,9.6057,10.6260,10.7059
289.0625,-43.3453,2.4577,8.5074,7.9430,9.4670,-5.5690,3.3828,4.2191,1.9557,-44.7629,3.1818,12.2170,13.4240,9.7125,-8.6526,4.8789,9.9594,12.2628,11.5835
292.9688,-38.9981,2.2588,9.4619,7.3153,8.6598,-5.1988,2.7207,1.6725,1.7668,-40.6362,1.9647,9.9681,11.2625,7.3500,-8.0664,3.4697,8.6917,12.2607,11.1357
296.8750,-35.3825,-0.0191,8.7933,5.4411,6.5358,-6.5584,1.3519,-1.2719,-0.2435,-37.2233,-1.6894,5.9166,7.8984,4.0479,-8.6245,0.5264,6.3719,10.0619,9.2703
300.7812,-34.5681,-4.4939,6.1137,2.8439,3.5049,-9.7540,-0.7157,-3.6387,-4.3420,-36.4193,-7.4794,0.6032,4.1316,0.7685,-10.8345,-3.3784,3.8613,5.5999,6.1031
304.6875,-36.9549,-10.3283,1.7631,0.0819,0.0516,-13.9182,-3.1567,-4.8187,-9.9150,-38.5581,-14.3299,-5.3339,0.5027,-1.7821,-14.4130,-7.4526,1.7263,-0.5744,1.9058
308.5938,-41.2067,-15.9393,-3.1371,-2.4348,-3.4093,-17.5596,-5.3403,-4.7990,-15.5707,-42.3710,-20.6781,-11.1472,-2.8646,-3.5352,-18.2820,-10.9767,-0.0993,-7.2925,-2.8606
312.5000,-45.1333,-19.5540,-6.9850,-4.4239,-6.5269,-19.1895,-6.5119,-4.0127,-19.6226,-45.8019,-24.9149,-15.8854,-6.0566,-4.9736,-20.9645,-13.4415,-2.1598,-12.9297,-7.4716
316.4062,-46.8307,-19.8206,-8.2709,-5.6032,-8.9336,-17.8696,-6.0803,-2.9502,-20.7050,-47.0438,-25.8085,-18.4137,-8.9928,-6.6458,-21.1873,-14.5035,-4.9433,-15.7631,-10.9629
320.3125,-45.3583,-16.2394,-6.2064,-5.6514,-10.2462,-13.4758,-3.8902,-1.8377,-18.2425,-45.1646,-22.8252,-17.7186,-11.2145,-8.6529,-18.4175,-13.9007,-8.3539,-14.5182,-12.3769
324.2188,-40.7055,-9.3204,-1.1336,-4.3726,-10.2267,-6.6866,-0.3592,-0.6187,-12.6113,-40.1136,-16.3190,-13.4446,-12.0472,-10.5001,-13.1018,-11.5011,-11.5768,-8.9583,-11.1924
328.1250,-33.3528,-0.4869,5.4924,-1.9765,-9.0102,1.1896,3.6001,0.7758,-4.9964,-32.3808,-7.5563,-6.3611,-11.0483,-11.4268,-6.5210,-7.5093,-13.4490,-0.2432,-7.7137
332.0312,-23.9534,8.2409,11.5901,0.7704,-7.1943,8.4798,6.8647,2.1178,2.9497,-22.7397,1.4976,1.6238,-8.4061,-10.9636,-0.3249,-2.6594,-13.1076,9.2281,-3.1265
335.9375,-13.3988,14.7654,15.2358,2.7335,-5.6430,13.5283,8.4964,2.8242,9.5329,-12.2679,8.6851,8.0823,-4.9692,-9.2927,4.0724,1.8540,-10.5002,16.5854,0.9193
339.8438,-3.0899,17.5534,15.4154,2.9254,-5.0678,15.1878,8.0853,2.2411,13.4360,-2.4736,12.3594,11.1010,-1.8426,-7.1402,5.9916,4.8000,-6.4454,19.6154,3.0460
343.7500,5.0536,16.2070,12.4075,1.0752,-5.6361,13.2837,5.8898,0.0919,14.0666,4.8383,12.0256,10.1910,0.1962,-5.2897,5.6875,5.5091,-2.2222,17.7352,2.8121
347.6562,9.1276,11.6813,7.6167,-2.1164,-6.8805,8.7875,2.7069,-3.2337,11.7462,8.1227,8.5809,6.5335,1.0703,-4.0890,4.1599,4.2761,1.0455,12.2809,0.9087
351.5625,8.1570,5.9613,2.9465,-5.2378,-7.9776,3.5036,-0.4590,-6.7706,7.6511,6.8514,3.9740,2.3841,1.3336,-3.3103,2.6622,2.2644,2.8517,5.9132,-1.2355
355.4688,2.8262,1.2706,0.0180,-6.8277,-8.2163,-0.6623,-2.7596,-9.4003,3.4615,1.9827,0.3922,-0.0457,1.7389,-2.4426,2.1341,0.9116,3.3926,1.4084,-2.2078
359.3750,-4.5091,-0.8285,-0.3990,-6.0664,-7.3435,-2.4927,-3.7284,-10.3353,0.7937,-4.2325,-0.6346,0.3990,2.7631,-1.1667,2.8321,1.1712,3.2952,0.4537,-1.2784
363.2812,-10.6532,0.0160,1.4774,-3.1144,-5.5828,-1.8667,-3.2989,-9.3757,0.6188,-9.0825,1.2264,3.4492,4.4060,0.3630,4.3324,3.0460,3.2068,3.0484,1.3757
367.1875,-12.8316,3.0167,4.7134,1.0539,-3.3725,0.4302,-1.6822,-6.8381,2.9186,-10.4218,5.1604,7.8047,6.3367,1.6316,5.8828,5.6842,3.4924,7.7501,4.9351
371.0938,-9.7197,6.8394,8.1215,5.1617,-1.0641,3.3204,0.7600,-3.2938,6.7517,-7.3561,9.7419,11.9428,8.2005,2.1620,6.8814,7.9458,4.1717,12.5323,8.4266
375.0000,-1.7532,10.3243,10.6661,8.1580,1.1852,6.0377,3.5565,0.6521,10.7144,-0.3081,13.6157,14.8159,9.8151,1.8808,7.2012,9.0574,5.0607,15.7352,11.0969
378.9062,9.2931,12.9066,11.6828,9.4940,3.2848,8.3341,6.1093,4.4035,13.5730,9.3921,15.9650,16.0788,11.1225,1.1779,7.1741,8.9529,5.9734,16.6286,12.4949
382.8125,21.0717,14.5589,10.9391,9.1003,5.0167,10.2419,7.7360,7.3066,14.7529,20.0070,16.6035,15.8675,12.0007,0.6368,7.2728,8.1393,6.8374,15.4195,12.3663
386.7188,31.3049,15.4126,8.6287,7.2111,5.9871,11.6776,7.8560,8.6528,14.4347,29.6788,15.7716,14.4332,12.1580,0.6510,7.7130,7.2464,7.6602,12.8617,10.5877
390.6250,38.0900,15.4016,5.3406,4.2222,5.7992,12.2638,6.2731,7.8705,13.2320,36.5147,13.8412,11.9449,11.2489,1.1976,8.2384,6.5937,8.3900,9.7804,7.2759
394.5312,39.9946,14.2057,1.9583,0.6550,4.3171,11.5325,3.3781,4.8411,11.6716,38.7310,11.1166,8.5563,9.1432,1.8965,8.2302,6.0455,8.7879,6.7632,2.9788
398.4375,36.2146,11.5135,-0.5776,-2.8433,1.8083,9.3302,0.0888,0.1246,9.8185,35.0850,7.7922,4.5831,6.1198,2.2653,7.0650,5.1910,8.4253,4.0811,-1.2972
402.3438,26.9343,7.4001,-1.6108,-5.5741,-1.1466,6.0835,-2.5037,-5.0980,7.3120,25.5399,4.0347,0.5685,2.8059,1.9785,4.5065,3.6866,6.8537,1.7710,-4.3825
406.2500,13.7126,2.5408,-1.0624,-6.9693,-3.8996,2.6955,-3.6115,-9.3923,3.8058,11.7842,0.1087,-2.8587,-0.1240,0.9870,0.9019,1.5224,3.8809,-0.2287,-5.4722
410.1562,-0.4705,-1.8955,0.5175,-6.7960,-5.9477,0.1412,-3.0777,-11.5724,-0.4803,-2.8392,-3.5252,-5.2305,-2.2828,-0.5100,-2.9066,-0.9262,-0.1974,-1.9576,-4.5704
414.0625,-11.7987,-4.6389,2.2154,-5.2558,-6.9916,-0.9500,-1.3669,-11.0983,-4.5168,-14.1905,-6.2097,-6.4057,-3.7010,-2.1597,-5.8905,-3.0549,-4.5736,-3.3574,-2.5350
417.9688,-16.7809,-4.8189,3.2044,-2.9145,-6.8878,-0.4643,0.7457,-8.2137,-6.7930,-18.7191,-7.2391,-6.5480,-4.6799,-3.5561,-7.1979,-4.2876,-8.1801,-4.2693,-0.6545
421.8750,-13.5543,-2.3514,3.1186,-0.5138,-5.6451,1.3094,2.5637,-3.8298,-6.1117,-14.7917,-6.1514,-5.9661,-5.4982,-4.3501,-6.4186,-4.3067,-10.1255,-4.5211,0.0055
425.7812,-2.7181,1.9548,2.1325,1.2310,-3.5474,3.8979,3.6921,0.7386,-2.3917,-3.3450,-3.0508,-4.9583,-6.2049,-4.3940,-3.6824,-3.1754,-10.0913,-4.0767,-0.9051
429.6875,12.7615,6.6451,0.7345,1.7750,-1.2948,6.7699,4.0081,4.0907,3.0695,12.4511,1.2433,-3.7549,-6.6355,-3.8801,0.4018,-1.3131,-8.4566,-3.1474,-2.9552
433.5938,28.6102,10.1622,-0.6131,0.8377,0.0621,9.3362,3.4998,5.0795,8.1336,28.3748,5.3993,-2.5405,-6.6045,-3.3564,4.9174,0.6660,-6.0674,-2.1524,-5.2758
437.5000,40.8412,11.4908,-1.6821,-1.5096,-0.4742,10.9646,2.1734,3.1654,10.9202,40.6671,8.1184,-1.4657,-6.0910,-3.5150,8.8808,2.2007,-3.7781,-1.4995,-7.0437
441.4062,47.1885,10.6102,-2.4462,-4.7699,-3.2465,11.1511,0.1294,-1.2988,10.8202,47.2553,8.7615,-0.6025,-5.2661,-4.7951,11.5033,3.0138,-2.0437,-1.3084,-7.8090
445.3125,47.7458,8.4929,-2.9072,-8.0436,-7.5257,9.8077,-2.2850,-7.0180,8.7823,48.2217,7.6735,0.1061,-4.3547,-7.0150,12.4154,3.2062,-0.8052,-1.2879,-7.5341
449.2188,44.5539,6.5839,-2.9803,-10.2429,-11.6423,7.4448,-4.4414,-12.0865,6.6663,45.3946,5.9591,0.8127,-3.4650,-9.3092,11.7735,3.1476,0.2874,-0.9049,-6.4279
453.1250,40.3836,6.0029,-2.5519,-10.4851,-13.7193,5.0286,-5.6333,-14.6761,6.0636,41.3015,4.8152,1.6287,-2.5322,-10.4919,10.1913,3.2138,1.4986,0.2310,-4.7609
457.0312,37.3454,6.9245,-1.6390,-8.5025,-12.6444,3.5218,-5.4247,-13.8123,7.3496,37.9835,4.8410,2.4847,-1.4153,-9.6985,8.5042,3.5340,2.7540,2.0333,-2.7791
460.9375,36.0252,8.5412,-0.4634,-4.8295,-8.7120,3.3862,-3.9050,-9.8423,9.5803,36.2041,5.7892,3.1292,-0.0595,-6.9360,7.4572,3.9217,3.6801,3.9266,-0.7108
464.8438,35.5482,9.6629,0.6752,-0.6206,-3.5284,4.3964,-1.6418,-4.3091,11.2683,35.3936,6.9114,3.3113,1.4073,-3.1954,7.4468,4.0424,3.8781,5.2036,1.2169
468.7500,34.4588,9.5731,1.6441,2.8335,0.7822,5.9007,0.6528,0.7379,11.4700,34.3034,7.6149,3.0217,2.7072,-0.0260,8.4212,3.6967,3.2048,5.5108,2.8000
472.6562,31.8540,8.5466,2.6129,4.6346,2.6082,7.3184,2.5063,3.6444,10.4086,31.9800,7.9135,2.5827,3.5337,1.2013,9.9590,3.0021,1.8522,5.0918,3.8903
