Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-4.4383,0.1403,-7.0734,-3.3672,-8.4235,1.2496,-6.9843,-2.6792,-4.8529,-0.6898,-4.9405,0.5610,-5.4409,-4.6228,-2.1150,0.5589,-5.8388,-1.8953,-5.0781
3.9062,-2.9786,-1.5764,-8.6196,-2.0314,-7.0986,-1.3381,-9.8623,-2.0640,-4.4075,-2.1871,-7.3374,-0.6082,-5.3574,-3.1557,-5.6773,-0.1379,-5.4387,-0.6428,-5.7284
7.8125,-1.0185,-2.4696,-8.7635,-0.2713,-4.7361,-4.1582,-12.2520,-1.1024,-3.0548,-3.4137,-9.6107,-1.0224,-4.0989,-0.7575,-9.4077,-0.7966,-3.7149,1.0302,-5.5003
11.7188,1.1275,-1.7785,-6.9535,1.6850,-1.6329,-5.8195,-12.9898,0.1329,-0.9489,-3.6741,-10.5602,-0.3901,-1.6803,2.1492,-11.3931,-1.1552,-0.9332,2.5546,-4.4192
15.6250,2.8743,0.1317,-3.9703,3.5393,1.4742,-5.6849,-11.8805,1.5052,1.0614,-2.8606,-9.8289,0.8195,1.0929,4.9759,-10.7544,-1.2462,1.8199,3.4949,-3.1515
19.5312,3.5827,1.8755,-1.5969,4.9728,3.8166,-4.3130,-9.8989,2.8461,1.9262,-1.5730,-8.2494,1.6914,3.1175,7.2844,-8.3779,-1.3854,3.3186,3.8033,-2.6111
23.4375,2.9270,1.9704,-1.4674,5.7569,5.1023,-2.9872,-8.5359,4.0313,1.1731,-0.6989,-7.2710,1.5711,3.7691,8.9936,-6.3399,-1.8938,3.0780,3.8073,-3.3029
27.3438,1.1798,-0.0538,-3.8725,5.8950,5.7476,-2.6969,-8.7237,5.0648,-0.6284,-0.7451,-7.8483,0.6204,3.3670,10.3454,-6.3798,-2.7681,1.7573,3.9548,-4.8801
31.2500,-0.8210,-3.2040,-7.4202,5.6869,6.6165,-3.3940,-10.1370,6.0951,-2.1437,-1.4310,-9.6457,-0.2536,2.9360,11.6618,-8.5721,-3.5958,0.7312,4.5063,-6.2901
35.1562,-2.0696,-5.6361,-9.8842,5.6117,8.4020,-4.1437,-11.4290,7.3056,-2.1666,-1.8826,-11.2226,-0.1181,3.4127,13.0655,-11.2489,-3.8451,1.1073,5.3818,-6.4766
