Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,7.5341,5.0498,0.9818,-0.1224,-1.8801,1.5068,5.5745,0.3516,1.5180,7.7569,1.2164,-0.1541,0.3099,-0.5664,2.7784,2.1204,-0.5249,2.5510,1.1143
3.9062,4.9046,2.9010,-0.5499,-3.2840,-3.9997,0.6254,5.4625,-3.6006,-0.1051,2.3128,6.3238,-0.6165,-0.9963,-1.8369,-0.4353,0.6181,-1.5460,0.9222,0.3418
7.8125,2.1806,1.7799,-1.1653,-5.6228,-5.1776,1.7428,3.6722,-6.6495,0.2633,-4.2530,10.8394,0.6954,-0.7477,-3.2016,-3.6541,-0.8776,-2.4525,0.9127,0.3773
11.7188,1.2853,3.1673,-1.2301,-6.4709,-5.1608,5.3299,0.4335,-7.2181,3.5015,-8.0621,13.1157,3.5238,1.1515,-4.2734,-4.5692,-1.7150,-2.5627,2.9336,0.9152
15.6250,3.0499,7.1982,-1.4342,-6.1594,-4.6730,10.2946,-3.2149,-5.4206,8.9140,-6.4402,13.2184,6.7344,3.5452,-4.8389,-1.9855,-1.6212,-1.7736,6.2064,1.1121
19.5312,6.5080,12.3649,-2.1638,-5.6656,-4.8452,14.4350,-5.7622,-2.9790,14.4964,0.2574,12.9347,9.0715,4.6778,-4.9534,3.1908,-0.8596,-0.7773,9.2153,0.1176
23.4375,9.5959,16.3595,-3.1039,-5.7675,-6.2255,15.7695,-5.8872,-1.8813,18.1282,8.8672,14.4013,9.9475,3.3746,-4.8318,8.4404,-0.0152,-0.5815,10.6606,-2.3025
27.3438,10.7637,17.4923,-3.3859,-6.3721,-8.1428,13.8414,-3.1660,-2.7929,18.8768,15.4944,18.3101,9.6586,-0.0839,-4.6225,11.2979,0.4291,-1.6389,10.2193,-5.4727
31.2500,10.1908,15.6771,-2.1972,-6.5594,-8.9871,10.0300,1.5571,-4.4807,17.4669,17.8892,23.0673,8.8945,-4.0538,-4.2487,10.9581,0.4159,-3.2908,8.5722,-8.0694
35.1562,9.5489,12.3028,0.5688,-5.3228,-7.2948,6.5915,6.4199,-4.7444,15.5709,16.4277,25.6564,7.9917,-6.5611,-3.4584,8.6057,0.3007,-4.0619,6.7313,-8.8095
39.0625,10.4361,9.1543,4.0881,-2.4277,-2.8791,5.0989,9.3876,-2.1653,14.4688,13.1669,23.7084,6.6074,-6.5464,-2.0555,6.2537,0.5294,-2.6941,5.2492,-7.1512
