Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-1.1486,1.2303,4.9138,0.8240,-6.8788,5.3832,4.0689,-1.3361,-0.8783,3.3027,2.8863,0.5454,-8.3740,1.7446,-0.6483,0.9393,-8.9110,-2.3923,3.0664
3.9062,-1.7043,6.8693,5.5830,2.5819,-6.2026,8.3715,3.5598,-1.5790,-10.8166,-2.9789,2.3990,3.5407,-7.2759,3.5930,-6.3202,4.3039,-7.2649,-0.9630,3.2430
7.8125,-3.7404,12.1683,4.5876,3.0672,-5.9875,10.4912,1.9758,-1.6448,-18.4798,-9.9110,0.7446,5.5316,-6.5047,4.2419,-11.9058,5.9710,-5.2168,-0.4791,1.4501
11.7188,-6.0931,15.3847,2.2438,2.5682,-6.6928,10.8711,0.1467,-1.4722,-21.6760,-14.1702,-0.3103,5.9526,-6.4785,3.6982,-14.3990,5.3170,-3.7733,-0.5081,-1.6633
15.6250,-7.3274,16.0226,-0.5802,1.9564,-8.1483,9.4776,-1.2832,-1.2271,-20.6943,-13.8330,0.5915,5.2977,-7.0582,2.6310,-12.8377,3.2886,-3.6402,-0.1907,-4.8833
19.5312,-6.7463,15.0357,-3.1255,2.0411,-9.5173,7.2393,-2.3723,-1.1850,-17.9156,-9.6677,3.0865,4.7078,-7.5541,1.8405,-9.2301,1.7077,-4.7341,1.0580,-7.3596
23.4375,-4.8770,14.0185,-5.2191,3.0667,-9.8167,5.5947,-3.7308,-1.4698,-16.2283,-4.5417,5.0591,5.0919,-7.1978,1.7256,-7.2289,1.8824,-6.2805,3.0987,-9.1547
27.3438,-3.0561,13.9760,-7.2355,4.6839,-8.6485,5.6418,-5.8814,-1.8712,-17.3417,-1.3509,4.0003,6.4441,-5.7412,2.1430,-9.4526,3.5761,-7.4067,5.2035,-10.9957
31.2500,-2.4247,14.5853,-9.6414,6.3219,-6.5638,7.3828,-8.7473,-1.9358,-21.0406,-1.0269,-1.2153,7.8694,-3.6929,2.7028,-15.4813,5.1625,-7.7338,6.6197,-13.4784
35.1562,-3.0928,14.5011,-12.5428,7.5940,-4.7185,9.5872,-11.7403,-1.3094,-25.6932,-2.1377,-9.4342,8.2847,-1.9535,3.1926,-22.1001,4.9005,-7.4776,7.0699,-16.4216
