Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-8.6317,-10.2535,-17.5875,0.9232,-2.6510,-10.6939,-12.5571,4.0582,-9.7254,0.7018,-11.9131,-1.3140,-6.7311,4.7318,-12.6768,-3.9790,-6.8353,0.3433,-10.7942
3.9062,-11.6883,-6.7113,-18.0155,-2.7371,1.8611,-5.9684,-9.6524,0.3803,-13.4893,-7.3308,-14.4537,-0.6337,-9.1092,2.4123,-12.3773,-6.8985,-8.3002,-4.9283,-12.2464
7.8125,-10.6110,-1.6651,-14.3501,-4.7952,5.7083,0.6627,-4.8172,-2.3961,-13.9205,-10.7302,-14.0389,-0.8124,-9.5097,-0.4103,-10.6219,-5.5755,-7.2971,-8.6694,-12.2788
11.7188,-5.8302,1.7397,-8.5911,-4.6177,6.5568,5.1050,0.1563,-3.2037,-11.1953,-7.9229,-10.6801,-2.6396,-8.4117,-3.2632,-8.0076,-1.0430,-4.3707,-9.5717,-11.0901
15.6250,0.2416,1.4418,-3.3071,-2.6795,4.1287,4.5696,3.4132,-1.8630,-6.7611,-1.5477,-5.7251,-5.7647,-6.4212,-5.5542,-5.1729,2.9879,-0.4458,-7.7376,-8.9984
19.5312,4.7229,-2.0783,0.1181,-0.2213,0.4605,-0.4365,4.1500,0.6580,-2.3772,3.3031,-1.0691,-8.9819,-3.8104,-6.7068,-2.3884,2.6153,3.7410,-4.5715,-6.2490
23.4375,6.0330,-6.1746,2.1087,1.5539,-1.5061,-6.4259,3.1805,2.6816,0.8184,2.8189,1.9105,-11.1700,-0.6070,-6.2934,0.5069,-3.3378,7.6922,-1.8513,-3.0300
27.3438,4.7365,-7.9712,4.0259,2.1946,0.0664,-9.3278,2.5245,2.7978,2.6743,-2.6147,2.9971,-12.0845,2.9811,-4.1651,3.7799,-12.1587,10.8217,-0.6131,0.3952
31.2500,2.9453,-6.4215,6.6440,2.1444,4.7764,-7.2296,4.1684,0.8038,3.7384,-8.6296,2.9692,-12.3505,6.3337,-0.5786,7.3420,-18.8385,12.3099,-0.6244,3.6171
35.1562,2.7639,-2.9767,9.3032,2.2467,10.4591,-1.5230,8.7160,-2.0548,4.6601,-10.1656,2.8259,-12.7042,8.6909,3.7289,10.5323,-19.4277,11.5196,-0.7891,6.1701
39.0625,4.8869,-0.4185,10.4528,2.9930,14.7439,4.2735,14.8224,-3.8126,5.7336,-5.3902,3.0308,-13.1889,9.7145,7.6099,12.3746,-13.7970,8.7301,-0.1447,7.7317
42.9688,8.2817,-0.7798,9.1108,4.0699,16.4200,7.0561,19.8862,-3.1044,6.8220,2.7505,3.3442,-13.0389,9.7940,9.7920,12.1994,-5.7894,5.4692,1.3122,8.2830
46.8750,11.0751,-3.9128,5.9745,4.5191,15.6762,6.1780,21.6678,-0.2270,7.5959,8.5616,3.3110,-11.3704,9.7462,9.3270,10.2130,-0.5906,3.8992,2.5866,8.1149
