Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,8.4757,9.1426,9.8705,8.8403,5.4951,6.3564,6.5138,4.6836,10.0345,11.0012,10.6130,18.2770,15.9597,1.2497,5.1727,9.5737,9.3852,12.0670,11.9837
3.9062,11.6424,8.9564,11.4192,10.1480,6.5071,8.8139,6.8001,5.9483,9.8887,13.0629,8.7804,18.3495,15.5416,0.1921,3.3886,8.4541,7.3899,13.4251,12.5271
7.8125,14.0750,8.9375,12.8077,11.8287,8.5193,10.6111,7.2235,8.0939,9.3707,14.0381,6.2754,17.3435,14.5661,0.6545,1.9276,6.2440,5.3830,13.8531,12.9206
11.7188,14.6291,8.9283,13.7161,14.0459,11.8304,10.6441,7.6019,11.1579,8.4641,12.9469,4.0450,15.7966,13.7296,4.2146,1.4705,3.8411,4.5689,13.3081,13.7829
15.6250,13.0764,8.4565,13.8268,16.6909,16.2429,8.7290,7.6725,14.7028,7.0220,9.6666,2.5823,14.1994,13.6704,11.2626,1.7344,2.1770,5.5152,12.1158,15.4641
19.5312,10.2515,7.0765,12.9532,19.3006,21.0592,5.7238,7.3627,17.9562,4.9528,5.1467,1.6742,12.6135,14.5470,20.5313,1.6113,1.5695,7.7557,10.8119,17.7164
23.4375,7.5629,4.8388,11.2712,21.2855,25.3758,2.9987,6.9814,20.2131,2.5534,1.0025,0.8126,10.7871,15.9724,29.6321,0.0616,1.5536,10.1229,9.9980,19.8741
27.3438,6.1789,2.4947,9.4594,22.3074,28.4706,1.6401,7.1089,21.2171,0.6462,-1.3177,-0.1183,8.6405,17.3168,36.2955,-2.9254,1.3146,11.5656,10.2116,21.3866
31.2500,6.3989,1.1873,8.5184,22.4873,30.0311,1.9166,8.1842,21.2309,0.2563,-1.3004,-0.5435,6.6259,18.1116,39.5253,-6.1158,0.3630,11.8363,11.7362,22.2294
35.1562,7.5816,1.7461,9.2432,22.2384,30.1120,3.2994,10.0621,20.7369,1.9241,0.3944,0.3651,5.5408,18.2383,39.9245,-7.8227,-1.0870,11.5351,14.3515,22.8091
39.0625,8.6280,4.0429,11.6198,21.8299,28.9353,4.9168,11.9025,20.0070,5.1148,2.3582,2.8119,5.8453,17.7889,39.0346,-7.1569,-2.3343,11.5007,17.1797,23.4140
42.9688,8.6701,6.8815,14.5780,21.0406,26.7394,6.0623,12.5562,18.8895,8.2260,3.2342,5.8058,7.0207,16.7714,38.2017,-4.7759,-2.8146,12.0445,18.8395,23.6833
46.8750,7.5175,8.5600,16.3722,19.2256,23.8023,6.4275,11.2457,16.9932,9.3227,2.3833,7.4675,7.5681,14.9572,37.7764,-2.5141,-2.6252,12.6431,17.9716,22.6029
50.7812,5.6150,7.7831,15.4541,15.8039,20.5672,6.0121,8.0890,14.1229,7.1946,0.0398,6.1194,5.8028,12.0368,37.1493,-2.1379,-2.5229,12.3400,13.9148,19.1386
