Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,0.6980,0.5237,-0.4127,-2.0479,-3.4962,1.5565,-0.1058,-0.2529,-0.0907,1.3502,-0.1092,-2.0236,-5.1343,-7.0011,-0.4827,-1.2609,-3.9785,-2.2344,-4.3854
3.9062,0.1783,0.1773,-0.5326,-0.9484,-1.2281,1.7595,0.8777,1.1795,-0.2779,0.6960,0.1032,-1.2345,-2.9145,-3.7902,-0.6172,-0.7773,-1.6326,-1.3459,-2.4774
7.8125,-0.0072,-0.0436,-0.3065,0.4840,1.5268,2.0993,2.1808,2.7755,-0.3980,-0.0274,0.5097,-0.0446,0.3315,0.9402,-0.5831,0.0389,1.3869,-0.0903,0.4736
11.7188,0.3900,-0.0750,0.3114,1.9600,4.2691,2.4922,3.3935,3.9486,-0.4487,-0.5620,0.9569,1.3251,4.0748,6.3694,-0.2830,1.0933,4.3651,1.1545,3.8411
15.6250,1.2355,-0.0625,1.1297,3.2543,6.6950,2.7950,4.1193,4.3439,-0.5720,-0.7537,1.1767,2.6023,7.6132,11.4425,0.2396,2.2036,6.6090,1.9729,6.7925
19.5312,1.9900,-0.2942,1.7825,4.2866,8.7606,2.8377,4.1443,4.0433,-0.9993,-0.6803,0.9235,3.5898,10.3266,15.2961,0.7842,3.1590,7.7524,2.1318,8.6960
23.4375,1.9750,-1.0007,1.9202,5.0831,10.5418,2.4716,3.4973,3.4695,-1.9030,-0.6393,0.1314,4.2409,11.8807,17.5478,1.0878,3.7970,7.8800,1.7132,9.4216
27.3438,0.7853,-2.1584,1.4223,5.6748,12.0443,1.6289,2.3982,3.0616,-3.2456,-0.9787,-1.0103,4.6434,12.3079,18.3374,0.9880,4.0696,7.4312,1.0802,9.3615
31.2500,-1.4143,-3.4525,0.4896,6.0274,13.1323,0.3795,1.1516,2.9643,-4.7380,-1.8674,-2.1283,4.9293,11.9504,18.1536,0.5479,4.0675,6.9572,0.6904,9.1635
35.1562,-3.9184,-4.4454,-0.4585,6.0546,13.6195,-1.0482,0.0502,2.9570,-5.9507,-3.1560,-2.8553,5.1695,11.2919,17.5661,0.0416,3.9818,6.8648,0.8597,9.3402
39.0625,-5.8397,-4.8434,-1.0348,5.6857,13.4078,-2.3126,-0.6908,2.6609,-6.5197,-4.4325,-3.0272,5.3171,10.7349,16.9861,-0.2065,4.0071,7.2535,1.6002,9.9775
42.9688,-6.5830,-4.6751,-1.1289,4.9132,12.5316,-3.0773,-0.9731,1.8508,-6.3213,-5.2479,-2.7640,5.2354,10.4120,16.5272,-0.0316,4.2280,7.8992,2.6179,10.7019
46.8750,-6.1405,-4.2514,-0.9807,3.7784,11.0763,-3.1553,-0.8324,0.6264,-5.5102,-5.3688,-2.3762,4.7944,10.1254,15.9976,0.4658,4.5569,8.3756,3.4629,10.9091
50.7812,-5.0325,-3.9376,-1.0184,2.3274,9.0879,-2.5989,-0.4086,-0.6759,-4.4140,-4.8872,-2.1574,3.9816,9.4745,15.0307,1.0124,4.7784,8.2699,3.7490,10.1180
54.6875,-3.9493,-3.9090,-1.5516,0.6111,6.6192,-1.6636,0.1500,-1.7338,-3.3719,-4.1195,-2.1971,2.9626,8.1369,13.3268,1.4053,4.7008,7.4094,3.3236,8.2537
58.5938,-3.3383,-4.0728,-2.5165,-1.2366,3.9239,-0.6462,0.8209,-2.4279,-2.6345,-3.3724,-2.3389,2.0487,6.1568,10.9171,1.7352,4.3420,5.9972,2.3016,5.7163
62.5000,-3.1983,-4.2085,-3.4507,-2.8994,1.6243,0.3154,1.7876,-2.8100,-2.3751,-2.7529,-2.3122,1.5784,4.0475,8.3044,2.4067,4.0285,4.5650,0.9565,3.2107
66.4062,-3.1882,-4.2095,-3.7378,-3.8772,0.6184,1.3480,3.3685,-2.8929,-2.7607,-2.1611,-1.9472,1.7635,2.5934,6.3470,3.8968,4.3158,3.7263,-0.4572,1.4332
70.3125,-2.9410,-4.2247,-2.9867,-3.6556,1.6569,2.7581,5.7777,-2.4775,-3.9708,-1.4653,-1.3261,2.5796,2.4190,5.8755,6.3814,5.7295,3.8326,-1.8349,0.7730
74.2188,-2.3530,-4.5721,-1.3112,-1.9924,4.8010,4.7839,8.8377,-1.2169,-6.0948,-0.7099,-0.7607,3.7593,3.5734,7.2138,9.4746,8.4451,4.7280,-3.2223,1.1693
78.1250,-1.6551,-5.4746,0.6729,0.8507,9.1457,7.3263,11.8501,1.0781,-8.9501,-0.1761,-0.6040,4.9034,5.4147,9.8924,12.2860,12.0835,5.7843,-4.6859,2.1803
82.0312,-1.2397,-6.8117,2.1490,4.1152,13.0921,9.8485,13.7813,4.1148,-11.9587,-0.2203,-1.0125,5.6580,6.9199,12.7826,13.8095,15.7665,6.2469,-6.1434,3.2185
85.9375,-1.3783,-8.0831,2.5314,6.8366,15.1017,11.5436,13.7331,7.0637,-14.2260,-0.9920,-1.8100,5.8732,7.2743,14.6398,13.4393,18.4396,5.7186,-7.2857,3.8303
89.8438,-2.0256,-8.6353,1.7749,8.2822,14.5145,11.7126,11.4605,8.8958,-14.8497,-2.2427,-2.5462,5.6611,6.3865,14.7747,11.3118,19.3187,4.4790,-7.6707,3.8857
93.7500,-2.8292,-8.0200,0.3819,8.2822,11.9168,10.1446,7.6166,8.9441,-13.3319,-3.3920,-2.7221,5.3240,4.9903,13.4482,8.2610,18.2350,3.4042,-6.9609,3.5937
97.6562,-3.3264,-6.2583,-0.8938,7.2608,8.8098,7.2693,3.5253,7.3301,-9.8729,-3.8406,-2.0592,5.1886,4.2377,11.7289,5.4009,15.6908,3.4877,-5.1673,3.3510
101.5625,-3.1981,-3.8481,-1.4696,5.9526,6.7723,3.9752,0.5615,4.9485,-5.3650,-3.3386,-0.6639,5.4299,5.0135,10.8753,3.5699,12.5939,5.2272,-2.7372,3.5100
105.4688,-2.4315,-1.5202,-1.2385,4.9876,6.6306,1.1830,-0.5321,2.9879,-1.0585,-2.1594,1.0005,5.9729,7.3867,11.6089,2.9470,9.8096,8.2555,-0.4019,4.1862
109.3750,-1.3168,0.1038,-0.5895,4.5931,8.1268,-0.5858,0.0017,2.2745,1.9455,-0.9522,2.3202,6.5206,10.5356,13.7146,3.0414,7.7740,11.4601,1.1538,5.1990
