Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-1.2825,-7.0535,-9.8298,3.6751,4.1509,-3.3961,-3.2355,6.2119,-4.0606,-0.2654,-8.7938,-2.1052,1.6262,12.6576,-6.2989,-3.5576,5.7357,-0.9280,-4.9328
3.9062,-2.0379,-11.6787,-9.7534,5.9322,6.9780,-7.8880,-3.8585,9.4030,-5.5670,0.9043,-6.6086,-6.5502,1.8706,16.5444,-5.1134,-6.4720,6.4146,-0.6521,-4.0254
7.8125,-0.4614,-16.1998,-8.4000,8.7804,12.7114,-12.4048,-3.2524,13.7467,-5.0679,2.7237,-3.6701,-13.2742,3.4725,20.4163,-2.9521,-9.4041,8.2450,0.2110,-2.3608
11.7188,3.9349,-18.2967,-4.9959,11.6720,20.1275,-14.4801,-0.4455,18.2065,-1.7791,5.1124,-0.4651,-20.2947,6.3298,23.0348,-0.0550,-11.3128,10.6653,1.5625,0.6194
15.6250,9.8227,-16.8785,0.1012,14.0031,26.6740,-12.9146,4.1377,21.4727,3.4490,7.5113,2.1915,-25.5363,9.4295,23.6432,2.5189,-11.8925,12.2972,3.0367,4.6865
19.5312,14.8301,-12.7425,5.4495,15.4008,29.9792,-8.5999,8.7148,22.6266,8.7579,9.1486,3.6888,-27.8253,11.5946,22.3413,3.5506,-11.6358,11.9208,4.4272,8.7629
23.4375,17.1730,-7.9701,9.4351,15.8533,29.3494,-3.9385,11.2558,21.5911,12.6638,9.5789,4.2295,-27.1881,12.4272,19.9084,2.7114,-11.3226,9.5064,5.9986,11.5806
27.3438,16.9333,-4.5080,11.4221,15.5913,26.1316,-1.2498,10.9106,19.0526,15.1023,9.0787,4.9800,-24.3883,12.6480,17.1602,1.1445,-11.3659,6.4331,8.3296,12.6063
31.2500,15.9829,-2.9531,12.2619,14.8319,22.6491,-1.2787,8.6915,15.9227,17.3007,8.5335,7.4691,-20.2028,13.4842,14.2912,0.9511,-11.5205,4.6021,11.7438,12.4953
35.1562,16.5695,-2.3741,13.7150,13.6037,20.5115,-2.8354,6.8592,12.7552,20.5916,8.8304,12.5190,-15.0589,15.5532,10.7084,3.7818,-11.1482,5.0420,15.7875,12.6515
39.0625,19.6182,-1.2179,17.1546,11.7984,19.5825,-3.7640,7.4202,9.5445,25.1476,10.1780,19.4563,-9.2523,18.1633,5.5278,9.5179,-9.7935,7.0782,19.2524,14.1641
42.9688,24.0369,1.4315,22.4898,9.3753,18.3590,-2.4989,10.8050,6.0028,29.6855,11.8760,26.2795,-3.4096,19.6758,-1.6050,16.1025,-7.6041,8.7646,20.8267,16.9278
46.8750,27.5446,5.1676,28.1157,6.4972,15.3877,0.8990,15.6536,2.0114,32.3972,12.7384,30.8163,1.3782,18.7332,-10.0049,20.7921,-5.2846,8.3146,19.9211,19.6602
