Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,7.3527,-4.0900,2.2615,10.1874,4.4183,-4.3547,0.7158,7.3351,6.9686,7.5269,0.8649,-2.4581,7.6449,4.0082,-1.2776,-6.0298,2.3680,11.4260,-0.3363
3.9062,8.1029,-5.2193,3.2633,10.5828,5.5457,-5.5812,1.8116,8.0264,7.6700,7.7535,1.3023,-3.4134,7.9790,4.2129,-0.9741,-7.6730,2.7838,11.7244,0.4031
7.8125,8.8931,-6.2945,4.2257,10.7274,7.0827,-6.6585,3.0218,8.7231,8.3459,7.6614,1.7348,-4.3256,8.4688,4.6510,-0.4986,-8.9982,3.6038,11.6132,1.2543
11.7188,9.6237,-7.2001,5.0675,10.4146,8.8428,-7.4747,4.2520,9.1909,8.9200,7.1214,2.1586,-5.1280,9.0424,5.1355,0.1489,-9.8656,4.7172,10.9219,2.1766
15.6250,10.2083,-7.8262,5.7382,9.4479,10.5915,-7.9425,5.4116,9.1630,9.3405,6.0428,2.5889,-5.7634,9.6064,5.4169,0.9560,-10.1994,5.9525,9.5219,3.1260
19.5312,10.5909,-8.0814,6.2282,7.6736,12.0825,-8.0116,6.4292,8.3813,9.5912,4.3927,3.0581,-6.1909,10.0596,5.2216,1.8988,-9.9986,7.1057,7.3502,4.0593
23.4375,10.7558,-7.9038,6.5720,5.0106,13.0975,-7.6754,7.2627,6.6402,9.6930,2.2079,3.6110,-6.3895,10.3082,4.2999,2.9446,-9.3353,7.9755,4.4263,4.9371
27.3438,10.7301,-7.2682,6.8414,1.4722,13.4802,-6.9716,7.9055,3.8293,9.6989,-0.4031,4.2954,-6.3582,10.2807,2.4748,4.0548,-8.3397,8.3988,0.8568,5.7254
31.2500,10.5752,-6.1890,7.1316,-2.8240,13.1618,-5.9765,8.3851,-0.0358,9.6802,-3.2700,5.1513,-6.1133,9.9372,-0.3176,5.1879,-7.1753,8.2806,-3.1707,6.3976
35.1562,10.3707,-4.7179,7.5423,-7.6602,12.1702,-4.7931,8.7561,-4.7983,9.7080,-6.1802,6.1991,-5.6831,9.2747,-4.0034,6.3020,-6.0084,7.6109,-7.4071,6.9355
39.0625,10.1914,-2.9374,8.1563,-12.7377,10.6226,-3.5361,9.0879,-10.1665,9.8321,-8.9071,7.4310,-5.1005,8.3240,-8.3679,7.3575,-4.9779,6.4660,-11.5694,7.3299
42.9688,10.0843,-0.9509,9.0206,-17.7086,8.7026,-2.3145,9.4496,-15.7412,10.0634,-11.2415,8.8052,-4.3960,7.1423,-13.0755,8.3182,-4.1704,4.9937,-15.3752,7.5825
