Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-4.2614,1.6514,4.6007,4.6874,5.9307,-2.9897,3.3758,4.0827,1.0777,12.2318,0.2348,3.4027,6.8793,6.7261,-2.1422,-0.1235,6.7642,3.1501,5.6006
3.9062,-0.4291,3.3681,5.5521,6.0537,6.6693,-1.3709,5.1500,5.8668,1.3894,8.9981,0.8142,3.6953,7.4750,7.3346,-1.5025,-3.5025,6.8677,3.4015,6.0144
7.8125,3.9832,5.2720,5.8237,6.8202,6.8171,1.1312,6.4648,7.3823,1.7493,4.4964,2.6088,3.7091,7.1806,7.3379,-0.5560,-7.0488,6.3998,3.0803,5.6915
11.7188,7.2644,6.4465,4.7371,6.1955,5.9194,3.9799,6.4669,7.7687,1.7629,-0.4297,5.2212,2.9376,5.3269,6.3601,0.1308,-9.1319,5.1040,1.7438,4.1131
15.6250,7.8531,6.0924,2.1687,3.9601,3.9627,6.2896,4.8113,6.5541,1.0197,-4.8409,7.4323,1.0364,1.8151,4.4336,-0.0748,-8.6789,3.0220,-0.6857,1.2459
19.5312,5.2015,4.0303,-1.2338,0.7165,1.4903,7.2210,1.9140,3.9774,-0.6026,-8.0857,7.7606,-1.8594,-2.6513,2.0611,-1.4425,-5.8858,0.5659,-3.7286,-2.2766
23.4375,0.1931,0.9314,-4.2602,-2.3154,-0.5844,6.4450,-1.2066,0.9465,-2.7160,-9.9486,5.3580,-5.0230,-6.7641,0.0056,-3.6123,-2.1491,-1.6147,-6.4333,-5.3270
27.3438,-5.1494,-1.8867,-5.6813,-3.8685,-1.3963,4.4148,-3.4096,-1.3638,-4.4487,-10.5209,0.7070,-7.3475,-9.1799,-1.0899,-5.6944,0.7896,-2.9282,-7.7307,-6.7609
31.2500,-8.5302,-3.0158,-4.8283,-3.2468,-0.5532,2.2592,-3.9526,-2.0591,-4.7526,-9.9612,-4.3607,-7.8130,-9.1583,-1.0286,-6.7016,1.9308,-3.1380,-6.8949,-5.9536
35.1562,-8.3775,-1.5816,-1.8847,-0.6414,1.6714,1.3025,-2.7657,-0.9214,-2.8644,-8.3861,-7.4364,-5.9723,-6.9049,-0.1243,-6.0580,1.5974,-2.4770,-3.8754,-3.1046
39.0625,-4.4850,2.3690,2.2461,3.0115,4.4912,2.4229,-0.3679,1.5438,1.2994,-6.0009,-6.7337,-2.2011,-3.4236,1.0437,-3.8794,1.1068,-1.5015,0.6576,0.8553
42.9688,1.9723,7.8830,6.3804,6.5150,7.0143,5.5734,2.4660,4.4035,7.0104,-3.3491,-2.0693,2.4202,0.0209,2.0284,-0.8757,1.7671,-0.7700,5.5618,4.6903
46.8750,8.9929,13.4792,9.5306,8.9421,8.6658,9.7314,5.0545,6.7461,12.9286,-1.4153,4.9366,6.5241,2.4964,2.7951,2.0297,3.8996,-0.5529,9.6294,7.3768
50.7812,14.5783,17.6963,11.1795,9.9316,9.3800,13.3441,6.9932,8.0389,17.5584,-1.3758,11.5863,8.9676,3.7106,3.6803,4.1175,6.5643,-0.7533,11.9684,8.4420
54.6875,17.4785,19.5937,11.2891,9.6529,9.4682,15.0829,8.1400,8.2393,19.7819,-4.0418,15.3985,9.2149,3.9014,5.0419,5.1074,8.1627,-1.0733,12.2278,7.9912
58.5938,17.5860,19.0403,10.1466,8.5473,9.2728,14.5378,8.5067,7.6625,19.2645,-9.3012,15.2972,7.4625,3.4589,6.8384,5.1520,7.4841,-1.2865,10.6310,6.4807
62.5000,15.8720,16.7176,8.2014,7.0499,8.8562,12.4810,8.1841,6.7322,16.5790,-15.9421,12.0763,4.5060,2.5847,8.4478,4.6819,4.4806,-1.4111,7.8505,4.4243
66.4062,13.9121,13.8378,5.9697,5.4453,7.9406,10.5185,7.3406,5.7638,12.9873,-22.0562,7.9100,1.4291,1.2279,8.9012,4.2314,0.2782,-1.6616,4.7821,2.2074
70.3125,13.1796,11.6547,3.9686,3.8751,6.1429,10.2610,6.2391,4.8713,9.9417,-25.8718,5.1828,-0.7724,-0.6981,7.4319,4.2982,-3.5243,-2.2305,2.2718,0.0690
74.2188,14.3745,10.9302,2.6093,2.4124,3.3421,12.4226,5.1854,3.9971,8.4872,-26.5830,5.2672,-1.5250,-3.0294,4.0094,5.2114,-5.7598,-3.0834,0.8553,-1.8176
78.1250,17.0788,11.5814,2.0421,1.1067,-0.0834,16.3374,4.3936,3.0080,8.8175,-24.7058,7.8846,-0.8706,-5.2610,-0.4976,6.9835,-6.2168,-3.9399,0.5879,-3.2860
82.0312,19.9318,12.7077,2.0456,-0.0299,-3.3339,20.1958,3.8464,1.7964,10.2041,-21.7507,11.3567,0.5613,-6.7596,-4.6734,9.2052,-5.5199,-4.4642,1.0450,-4.2072
85.9375,21.2869,13.0392,2.0797,-1.0516,-5.5639,21.9232,3.2718,0.3490,11.3706,-19.3923,13.5693,1.8212,-7.1503,-7.2487,11.1042,-4.5528,-4.5249,1.5207,-4.5845
89.8438,20.0538,11.6147,1.5351,-2.0645,-6.3308,20.2518,2.2895,-1.2286,11.1512,-18.6095,13.0973,2.0641,-6.5991,-7.7327,11.8345,-3.8586,-4.3155,1.3536,-4.6173
93.7500,16.2851,8.3282,0.0657,-3.1560,-5.8353,15.4036,0.6621,-2.7327,9.1043,-19.2769,9.8852,0.9482,-5.7669,-6.6085,10.9022,-3.3850,-4.2271,0.2308,-4.6517
97.6562,11.1721,4.0144,-2.1908,-4.3116,-4.7947,8.9982,-1.5037,-3.9252,5.7394,-20.4115,5.1571,-1.1936,-5.4251,-4.9739,8.4869,-2.6525,-4.5466,-1.6864,-5.0149
101.5625,6.4374,0.0013,-4.6563,-5.3833,-4.0246,3.2359,-3.7466,-4.6230,2.2196,-20.8881,0.6761,-3.5134,-5.9655,-3.8570,5.4295,-1.1601,-5.1945,-3.8735,-5.8191
105.4688,3.4645,-2.6180,-6.6057,-6.1426,-3.9888,-0.1836,-5.4581,-4.7781,-0.2944,-20.1674,-2.1795,-5.0669,-7.1194,-3.6311,2.8422,1.2408,-5.7052,-5.7185,-6.8575
109.3750,2.6613,-3.5541,-7.5460,-6.3964,-4.5956,-0.8073,-6.2013,-4.5063,-1.2752,-18.6011,-3.0079,-5.2752,-8.0874,-3.8884,1.5543,4.1845,-5.4968,-6.8017,-7.6738
113.2812,3.3966,-3.3960,-7.4629,-6.1048,-5.3539,0.5328,-5.9588,-4.0438,-1.0617,-17.1590,-2.3765,-4.1894,-8.0261,-3.8338,1.7227,6.8759,-4.2768,-7.0406,-7.7942
117.1875,4.4861,-3.1784,-6.8113,-5.4422,-5.7651,2.3322,-5.1707,-3.6519,-0.5791,-16.7880,-1.3298,-2.4410,-6.6060,-2.9285,2.8372,8.3680,-2.3251,-6.6662,-7.0125
121.0938,4.8791,-3.7566,-6.2816,-4.7702,-5.6763,3.2525,-4.5359,-3.5237,-0.7527,-17.8341,-0.7775,-0.9336,-4.3009,-1.3498,4.0808,7.9439,-0.4566,-6.0965,-5.5720
125.0000,4.1251,-5.3983,-6.4888,-4.5272,-5.3604,2.6999,-4.6829,-3.7395,-2.0030,-19.8925,-1.1225,-0.4551,-2.2105,0.0460,4.7810,5.4885,0.3512,-5.8006,-4.1277
128.9062,2.4114,-7.8065,-7.7384,-5.0637,-5.2778,0.8908,-5.8739,-4.2802,-4.1266,-22.1527,-2.2610,-1.3877,-1.4935,0.2527,4.6663,1.6869,-0.5209,-6.1957,-3.4734
132.8125,0.2726,-10.4659,-9.9484,-6.4790,-5.6991,-1.4910,-7.8835,-5.0626,-6.5779,-23.9732,-3.8236,-3.6032,-2.7171,-1.1945,3.8237,-2.1138,-2.9474,-7.5510,-4.1506
136.7188,-1.7450,-12.9947,-12.7121,-8.5275,-6.4591,-3.7293,-10.1030,-5.9534,-8.8987,-25.2728,-5.4214,-6.5306,-5.4967,-3.8159,2.4859,-4.4303,-6.0294,-9.8743,-6.1394
140.6250,-3.2453,-15.2443,-15.4478,-10.6636,-7.0221,-5.3340,-11.8150,-6.7562,-10.9722,-26.4648,-6.7481,-9.3462,-8.6467,-6.3567,0.8689,-4.3721,-8.4661,-12.8165,-8.8159
144.5312,-3.9674,-17.1464,-17.5852,-12.2425,-6.8239,-6.0740,-12.5105,-7.2151,-12.9532,-27.9937,-7.5673,-11.2397,-10.7838,-7.4701,-0.8265,-2.1893,-9.1621,-15.6989,-11.2310
148.4375,-3.7541,-18.5331,-18.7527,-12.8176,-5.6693,-5.9253,-12.1088,-7.0927,-14.9886,-29.8282,-7.7172,-11.7106,-11.0631,-6.5246,-2.3291,0.7446,-7.7793,-17.7399,-12.5895
152.3438,-2.6393,-19.1637,-18.9195,-12.3904,-3.9250,-5.0783,-10.9883,-6.3261,-16.9964,-31.3129,-7.2089,-10.8083,-9.6383,-4.0536,-3.2983,2.6102,-4.9514,-18.4244,-12.6697
156.2500,-1.0026,-18.9708,-18.4244,-11.4583,-2.3820,-3.9973,-9.8172,-5.1799,-18.6909,-31.5368,-6.3491,-9.1849,-7.5807,-1.5524,-3.4920,2.1584,-2.0359,-17.8176,-11.9365
160.1562,0.4054,-18.2949,-17.8395,-10.7930,-1.8698,-3.3789,-9.2627,-4.2674,-19.8158,-30.0013,-5.7304,-7.8593,-6.2863,-0.7081,-2.9835,-0.5339,-0.4979,-16.5854,-11.2597
164.0625,0.7271,-17.8306,-17.6937,-11.0393,-2.8525,-3.8882,-9.7072,-4.3518,-20.3625,-27.1230,-5.9993,-7.7341,-6.6997,-2.4809,-2.2055,-4.0657,-1.2179,-15.6425,-11.3897
167.9688,-0.5176,-18.2208,-18.1843,-12.3521,-5.2315,-5.7467,-11.0980,-5.9779,-20.5670,-24.1780,-7.4930,-9.0931,-8.7945,-6.5527,-1.7064,-6.5251,-4.0659,-15.5994,-12.5016
171.8750,-3.0304,-19.5524,-19.0472,-14.2946,-8.4381,-8.4453,-12.9882,-9.1174,-20.6756,-22.6464,-9.9819,-11.3873,-11.6083,-11.4578,-1.7537,-6.6448,-7.9684,-16.3582,-14.0939
175.7812,-5.7484,-21.1494,-19.6913,-16.0742,-11.7266,-10.8614,-14.7408,-13.0553,-20.6855,-23.3276,-12.7207,-13.4997,-13.8108,-15.3241,-2.0968,-4.5913,-11.4406,-17.1523,-15.3125
