Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,4.6771,-11.6360,3.2554,1.5734,12.3008,-9.2201,1.5892,10.6796,2.4362,-5.7978,2.6547,-5.7782,12.9988,5.6238,4.5579,-0.2617,12.9413,0.0133,7.4362
3.9062,3.8463,-11.7841,4.7038,0.7194,9.5961,-7.5996,7.4835,12.9669,1.6391,-7.6211,2.9241,-6.3363,11.6049,3.8557,5.3434,0.8050,12.8078,-1.4341,7.9170
7.8125,4.4286,-10.8652,6.8311,-0.8072,6.3907,-4.9115,14.6264,15.2177,1.1132,-8.1008,3.8305,-7.2052,9.2519,0.8915,6.6888,0.2972,11.9137,-3.3546,7.9009
11.7188,5.3983,-9.3066,8.6169,-3.3910,3.6031,-2.4097,20.4940,16.4035,0.4778,-8.1795,4.6373,-8.4915,6.0155,-3.3238,7.5270,-2.5892,9.7625,-5.9416,6.8541
15.6250,5.4031,-7.5834,9.3224,-6.9279,1.8094,-1.1181,23.1807,15.9417,-0.6656,-8.9086,4.7520,-9.9012,2.2464,-8.3368,7.1872,-7.3394,6.2496,-9.1159,4.8583
19.5312,3.8543,-5.7370,9.0204,-10.6826,0.8506,-0.9975,22.4405,14.1283,-2.2827,-10.4089,4.2328,-10.6831,-1.5034,-13.2277,5.9760,-12.1537,1.8718,-12.3904,2.7025
23.4375,1.3783,-3.3294,8.5165,-13.6106,-0.0564,-0.9241,19.6485,11.9913,-3.7756,-11.7257,3.7663,-9.9564,-4.6555,-16.9866,4.9683,-14.8373,-2.3850,-15.0652,1.4664
27.3438,-0.7306,0.1139,8.7212,-14.9908,-1.7398,0.4564,16.7778,10.5719,-4.3245,-11.7544,4.1167,-7.2709,-6.8192,-19.0490,5.1424,-14.0104,-5.4722,-16.6669,1.8530
31.2500,-1.5893,4.5476,9.9536,-14.9509,-4.4194,3.6452,15.1595,10.0725,-3.4782,-10.4453,5.4768,-3.0226,-7.9542,-19.6628,6.5405,-9.8604,-6.8131,-17.3190,3.7220
35.1562,-1.4375,9.2237,11.6894,-14.4949,-7.4652,7.8351,14.8723,9.4831,-1.5565,-9.1777,7.2359,1.6096,-8.4086,-19.8113,8.1431,-3.9698,-6.6527,-17.7367,6.1366
39.0625,-1.4130,13.0628,12.9155,-14.9594,-9.7944,11.4578,15.0763,7.0410,0.4473,-9.8482,8.3484,5.2269,-8.8043,-20.6819,8.5826,1.6149,-6.0123,-18.8001,7.8750
42.9688,-2.6157,15.2937,12.7935,-17.2120,-10.6664,13.3133,14.8968,1.3436,1.4124,-13.3164,8.0144,6.9374,-9.8071,-22.9755,7.1475,5.4203,-6.2390,-20.9709,8.0506
46.8750,-5.2687,15.8614,11.1422,-21.0858,-10.3182,13.3904,14.1268,-7.5531,0.7150,-18.4744,6.1571,6.7755,-11.8651,-26.4752,4.2941,7.0418,-8.3545,-23.9534,6.4594
50.7812,-8.6613,15.3100,8.4465,-25.3979,-9.9483,12.7429,13.2587,-17.7849,-1.4698,-22.7869,3.3737,5.5518,-15.0175,-30.1561,1.2796,6.9154,-12.5171,-26.8334,3.5176
54.6875,-11.8519,14.3098,5.4862,-28.5312,-11.0030,12.5556,12.9373,-26.3992,-4.3327,-23.9807,0.4737,4.2722,-18.8615,-32.7713,-0.7674,5.7108,-17.8724,-28.5921,-0.0510
