Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-0.6228,-1.5527,-5.0428,-9.9538,-12.4710,-1.4158,-2.9024,-7.0583,-1.2819,1.4736,-0.1081,-3.2171,-11.1947,-13.4675,2.6787,-0.6216,-8.7363,-3.5731,-9.8435
3.9062,-1.6667,-3.0984,-6.5952,-10.7659,-11.0586,-2.2003,-3.1279,-5.9671,-2.5429,0.4527,-0.9805,-4.7508,-12.9031,-13.9774,1.7573,-0.9361,-10.0359,-5.5591,-10.5821
7.8125,-3.1523,-4.8158,-7.4138,-9.9627,-7.3056,-3.2728,-2.7225,-3.4533,-3.9594,-1.2292,-2.3554,-6.1887,-13.7682,-12.9468,0.3695,-1.3746,-10.7567,-7.2901,-9.8303
11.7188,-4.6613,-5.9777,-6.4786,-6.4201,-0.8222,-4.3207,-1.4794,0.6639,-4.9123,-3.0177,-3.7165,-6.5608,-12.3885,-9.4560,-0.9106,-1.5099,-9.9483,-7.5214,-6.5242
15.6250,-5.6685,-6.0857,-3.4047,0.0801,7.8857,-5.0348,0.4650,6.0172,-4.9253,-4.2132,-4.4267,-5.1681,-7.8335,-3.2732,-1.4802,-0.9388,-7.0107,-5.4218,-0.3397
19.5312,-5.8500,-5.2467,1.2034,8.5593,17.4918,-5.3280,2.6731,11.7480,-4.0193,-4.4637,-4.1457,-2.0507,-0.2027,4.9569,-1.1481,0.3978,-2.0489,-1.1657,7.9909
23.4375,-5.3438,-4.1954,5.9415,17.1865,26.3309,-5.4389,4.6074,16.8163,-2.8022,-4.1018,-3.1064,1.9447,9.2922,13.9598,-0.3391,2.1036,4.1204,3.9920,16.8747
27.3438,-4.7715,-3.8955,9.2728,24.0825,33.0425,-5.8229,5.8632,20.4046,-2.1751,-4.0386,-2.0216,5.5875,18.8027,22.3749,0.1347,3.5538,10.3446,8.2750,24.4945
31.2500,-4.9430,-4.9383,10.3002,28.1209,37.0326,-6.8666,6.2937,22.1904,-2.7976,-5.2103,-1.6413,7.9334,26.6320,29.2828,-0.3735,4.3325,15.6819,10.2852,29.5515
35.1562,-6.3732,-7.1232,9.1810,29.2619,38.5201,-8.5975,5.9779,22.3381,-4.6406,-7.8954,-2.2432,8.8202,31.8903,34.4219,-1.8389,4.5647,19.7910,9.7118,31.7137
39.0625,-8.8948,-9.5158,6.9352,28.2602,38.1732,-10.5875,5.0855,21.2336,-6.9384,-11.3572,-3.4161,8.8614,34.6584,38.0010,-3.4854,4.8655,22.9231,7.4128,31.5366
42.9688,-11.6404,-10.9809,4.7675,25.9855,36.5751,-12.1448,3.7481,19.1453,-8.6127,-14.0937,-4.3136,8.9406,35.5988,40.2682,-4.2391,5.8926,25.5275,4.8217,29.9338
46.8750,-13.4638,-10.8768,3.3243,22.8244,33.8395,-12.7023,2.0133,16.0366,-8.9266,-14.6024,-4.2323,9.5386,35.3007,41.1339,-3.4431,7.7976,27.7364,3.0528,27.5326
50.7812,-13.5858,-9.4713,2.3444,18.5442,29.5886,-12.1690,-0.1156,11.6552,-7.9522,-12.2293,-3.1241,10.3448,33.7978,40.0966,-1.3532,9.9803,29.0852,2.2691,24.3084
54.6875,-12.0748,-7.8070,0.9131,12.6693,23.2941,-11.0133,-2.6109,5.8418,-6.5368,-7.5971,-1.6822,10.4118,30.5726,36.5201,0.9443,11.3673,28.6802,1.6918,19.7108
58.5938,-9.8364,-7.0830,-1.8449,5.0841,14.7781,-10.0014,-5.3694,-1.1426,-5.7682,-2.3563,-0.9211,8.7588,25.0374,30.0955,2.1704,11.0690,25.7403,0.2178,13.1976
62.5000,-8.0845,-7.9249,-6.0624,-3.5560,4.5998,-9.7341,-8.1890,-8.4843,-6.2715,1.6023,-1.5166,5.0413,17.1680,21.2182,1.6458,8.9896,20.1898,-2.7711,4.8488
66.4062,-7.5978,-9.9842,-10.8485,-11.8701,-5.8797,-10.2587,-10.7542,-14.9796,-7.7865,3.0297,-3.3363,-0.1236,7.8687,11.0665,-0.2748,5.9667,12.9306,-6.9143,-4.3152
70.3125,-8.2307,-12.1028,-14.6094,-18.2210,-14.8006,-11.0012,-12.6310,-19.4181,-9.2973,1.8308,-5.4660,-5.3638,-1.1851,1.3316,-2.4058,3.3290,5.6032,-10.9771,-12.5213
74.2188,-8.9976,-12.9363,-15.8003,-21.3262,-20.3600,-11.0715,-13.3126,-20.9971,-9.6287,-1.0119,-6.7093,-9.1512,-8.1593,-6.2778,-3.4333,2.1422,-0.0588,-13.4560,-17.8659
