Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-3.3483,-2.5871,-7.9545,-5.8631,-5.4672,-0.9126,-2.7606,-3.9253,-4.5192,-2.9394,-5.4733,-6.8754,-8.9249,-6.5184,-3.5153,-4.0613,-7.0608,-6.0455,-11.3895
3.9062,-4.5897,-7.6674,-10.6834,-9.7137,-10.7236,-3.8995,-8.4646,-8.9447,-4.7900,-4.8071,-6.7663,-9.4971,-11.4483,-12.0227,-6.0859,-7.0658,-8.8751,-7.9574,-14.4292
7.8125,-4.3215,-12.1882,-12.0002,-11.7394,-14.0281,-6.3299,-12.7634,-13.5642,-4.3691,-4.5989,-6.5132,-9.7141,-10.6844,-14.7057,-6.1322,-7.0139,-7.6894,-8.1056,-14.3863
11.7188,-2.3677,-14.4978,-11.8973,-11.2536,-13.8237,-7.9167,-15.2659,-16.7424,-2.8899,-2.0521,-4.5723,-6.7812,-6.2280,-13.0534,-3.6569,-3.8992,-3.3837,-5.9837,-11.0215
15.6250,0.5565,-13.8332,-10.8681,-8.8415,-10.4039,-8.8186,-16.8180,-18.2108,-0.3546,1.9899,-1.4602,-1.6298,0.0635,-8.0784,0.2065,0.4797,2.2356,-2.1612,-5.9322
19.5312,3.2792,-10.7557,-9.4381,-5.9692,-5.8197,-9.3252,-18.5420,-18.3871,2.7521,6.0583,1.9402,3.4481,4.9142,-2.8152,3.9501,3.5336,6.2788,1.9465,-1.6682
23.4375,4.8795,-6.8242,-7.8409,-4.1142,-2.6907,-9.5220,-20.6835,-17.8655,5.6036,8.8252,4.7725,6.0113,5.5099,-0.4605,6.4925,3.4188,6.3642,4.7901,-0.2587
27.3438,5.1849,-3.6694,-6.0238,-3.9694,-2.6591,-9.2019,-22.1860,-16.8775,7.3978,9.6765,6.4836,4.8793,1.2598,-2.3911,7.5162,0.1106,2.0014,5.4713,-2.0772
31.2500,4.7444,-2.0477,-3.8742,-5.1712,-5.4627,-8.0730,-21.3472,-15.1056,7.7601,8.8100,6.9086,0.8603,-5.7162,-7.3894,7.2634,-4.6773,-5.0807,4.1533,-5.7236
35.1562,4.3405,-1.4996,-1.4049,-6.6286,-9.1884,-6.0738,-17.0654,-11.9630,6.9458,6.9232,6.2353,-3.6836,-11.7379,-12.5528,6.1266,-8.6450,-11.8516,1.8894,-8.9199
39.0625,4.4239,-0.8432,1.2538,-7.1718,-11.4888,-3.5393,-9.7351,-7.1204,5.7055,4.7889,4.9466,-6.1816,-13.6499,-15.1939,4.4373,-10.3391,-15.5706,0.0137,-9.7868
42.9688,4.8724,0.8490,3.9801,-6.1159,-10.9475,-1.0944,-1.1381,-0.9062,4.8815,2.9887,3.7539,-5.2710,-10.5332,-14.4056,2.5686,-9.9020,-15.1026,-0.5209,-7.7094
