Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-1.1323,-0.7179,-0.7518,-2.9867,-3.6230,-1.3687,-0.7283,-2.1527,0.3715,-1.4390,-0.3252,-2.3968,-3.6479,-4.4627,-0.0445,-3.8704,-4.9367,-1.6187,-3.1743
3.9062,-1.3201,-1.7258,-2.9327,-4.7219,-3.9085,-1.3853,-0.6439,-2.2508,-2.5164,-1.6579,-1.3600,-3.9459,-5.9550,-4.9820,-0.8304,-4.5536,-5.4883,-4.9837,-5.6446
7.8125,-1.5031,-3.3806,-5.0574,-5.9615,-3.2322,-1.5653,-0.2670,-1.7324,-6.1724,-2.2042,-2.9313,-5.2862,-8.0748,-4.8058,-1.9047,-4.8036,-5.5445,-8.1842,-7.9486
11.7188,-2.0687,-5.7939,-6.7598,-6.3454,-1.5819,-2.2578,-0.0397,-0.7986,-9.8882,-3.3033,-5.1492,-6.2980,-9.3472,-3.9099,-3.2218,-4.4810,-4.8245,-10.4452,-9.4779
15.6250,-3.4229,-8.8734,-8.1413,-6.1097,0.4607,-3.6289,-0.5810,-0.0246,-13.0603,-5.0246,-8.0155,-7.2776,-9.5706,-2.7012,-4.6836,-3.6995,-3.3465,-11.7387,-10.1007
19.5312,-5.6279,-12.1988,-9.6231,-5.8957,2.0306,-5.4455,-2.2750,-0.0123,-15.3590,-7.1197,-11.2191,-8.6097,-9.0039,-1.7205,-6.0866,-2.6895,-1.4098,-12.6664,-10.1003
23.4375,-8.1849,-15.0239,-11.4644,-6.2091,2.5338,-7.1045,-4.9041,-0.9497,-16.6368,-8.9939,-14.0137,-10.2405,-8.0199,-1.1987,-7.1024,-1.5894,0.5989,-13.7938,-9.7751
27.3438,-10.1519,-16.4625,-13.2930,-6.9135,2.0794,-7.9243,-7.5930,-2.3808,-16.7059,-9.8773,-15.3505,-11.3854,-6.6924,-0.8001,-7.3540,-0.3330,2.4482,-14.9352,-9.0206
31.2500,-10.5746,-15.8161,-14.0506,-7.1594,1.4750,-7.5271,-9.1583,-3.3830,-15.2415,-9.1504,-14.3037,-10.7999,-4.6654,0.2206,-6.5898,1.2730,4.1807,-14.9917,-7.2614
35.1562,-8.9865,-12.9047,-12.5067,-5.8704,1.7427,-6.0606,-8.7043,-3.0865,-11.9719,-6.6716,-10.6136,-7.5484,-1.4497,2.5045,-4.8763,3.3320,6.0200,-12.5745,-3.8565
