Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,1.9424,-2.8353,-2.0658,-2.1494,-1.2688,0.2015,-0.5674,-1.4410,-2.4288,0.4773,-1.2762,-3.4498,-3.6330,-4.0327,0.1208,-3.7552,-4.4075,-4.2417,-2.7363
3.9062,-2.7234,-6.1241,-4.6421,-5.0980,-3.9950,-3.1114,-1.9857,-4.4961,-5.0085,-2.9475,-2.2910,-4.9806,-5.6085,-5.5760,0.2019,-2.7765,-5.2289,-6.2950,-4.5740
7.8125,-8.3978,-10.3401,-7.7017,-8.5232,-7.2750,-7.0482,-3.6048,-8.0213,-8.2627,-6.9141,-3.4518,-6.5032,-7.8222,-7.1715,0.7285,-1.2153,-6.0758,-8.5496,-6.6655
11.7188,-13.6488,-14.0955,-10.2340,-11.2736,-10.1080,-10.4846,-4.7443,-10.8677,-11.2611,-10.4382,-4.4864,-7.5304,-9.4928,-8.2367,1.4149,0.3003,-6.5022,-10.2341,-8.4227
15.6250,-17.1511,-16.0011,-11.4173,-12.4354,-11.6065,-12.4681,-4.9955,-12.1889,-13.0799,-12.7385,-5.2663,-7.8025,-9.9815,-8.3853,1.7757,1.0362,-6.1081,-10.7488,-9.3757
19.5312,-18.1010,-15.3308,-11.0116,-11.8220,-11.4379,-12.6020,-4.5257,-11.8930,-13.1611,-13.3776,-5.7505,-7.3313,-9.1011,-7.6416,1.5058,0.6521,-4.7671,-9.9056,-9.3355
23.4375,-16.3186,-12.3119,-9.3767,-10.0339,-9.9722,-11.0858,-3.9724,-10.6241,-11.4513,-12.1688,-5.8158,-6.2617,-7.1791,-6.4205,0.7904,-0.4930,-2.7346,-7.9182,-8.3933
27.3438,-12.1348,-7.9123,-7.1465,-8.0594,-8.0596,-8.4568,-3.9762,-9.2958,-8.3153,-9.0748,-5.1802,-4.7058,-4.8539,-5.2751,0.2714,-1.4835,-0.5542,-5.2021,-6.8128
31.2500,-6.2714,-3.3164,-4.8296,-6.6939,-6.5837,-5.2703,-4.6864,-8.5095,-4.3569,-4.3029,-3.5644,-2.7130,-2.7510,-4.5731,0.6367,-1.3939,1.1933,-2.1698,-4.9246
35.1562,0.1840,0.5562,-2.6317,-6.1546,-6.0493,-1.9532,-5.6186,-8.2478,-0.2850,1.4327,-1.0253,-0.4054,-1.2425,-4.3109,2.0895,0.0967,2.1549,0.8284,-3.0909
39.0625,5.8043,3.2420,-0.5861,-6.1086,-6.4181,1.1160,-5.9918,-8.0192,3.1540,6.7629,1.8095,1.8619,-0.4090,-4.1815,4.0847,2.4374,2.3331,3.4304,-1.7069
42.9688,9.0408,4.6389,1.1822,-6.0296,-7.2312,3.4527,-5.3099,-7.3031,5.2604,9.9263,3.8650,3.5090,-0.1617,-3.8361,5.5600,4.4887,2.0155,5.2064,-1.1495
46.8750,8.7040,4.8205,2.3363,-5.5845,-7.8940,4.4520,-3.7543,-5.9439,5.5658,9.4702,4.1251,3.9813,-0.3772,-3.1433,5.5472,5.1986,1.5771,5.7650,-1.6260
50.7812,4.5285,3.9531,2.4954,-4.7745,-7.9340,3.6077,-2.0848,-4.2188,4.0748,5.0519,2.2433,3.1119,-0.9219,-2.2507,3.7710,4.2453,1.2962,5.0080,-2.9836
54.6875,-2.5118,2.3481,1.5735,-3.7754,-7.1121,0.8537,-1.1083,-2.5683,1.3999,-2.1669,-1.1465,1.3393,-1.5635,-1.4086,0.8400,2.2373,1.2934,3.3466,-4.6266
58.5938,-10.3858,0.5252,0.0045,-2.6593,-5.3910,-3.2040,-1.0992,-1.2316,-1.3674,-9.8454,-4.6554,-0.4103,-1.8930,-0.6935,-2.0842,0.3514,1.5949,1.6597,-5.6554
62.5000,-16.6456,-0.8476,-1.3620,-1.2534,-2.8554,-7.3513,-1.5893,-0.0743,-3.0533,-15.3800,-6.7881,-1.1440,-1.3895,0.1398,-3.8955,-0.3533,2.2266,0.9372,-5.2132
66.4062,-19.2140,-1.1521,-1.6655,0.7458,0.3250,-10.1318,-1.6734,1.2736,-2.8750,-16.9125,-6.6220,-0.2825,0.3514,1.5377,-4.0233,0.4882,3.2339,1.7925,-2.8712
70.3125,-16.9641,-0.0310,-0.4759,3.5022,3.8710,-10.3554,-0.5997,3.1012,-0.7236,-13.9043,-4.1254,2.0914,3.3508,3.8169,-2.5158,2.4166,4.6035,4.1585,1.1609
74.2188,-9.9266,2.5248,2.0199,6.8371,7.3645,-7.5301,1.7718,5.3728,2.8925,-7.0727,0.0061,5.3481,7.1334,6.8499,0.2156,4.5003,6.1633,7.3751,6.1197
78.1250,0.7880,6.2350,5.1853,10.2501,10.2861,-2.0642,4.9317,7.7248,7.1651,2.0960,4.7924,8.6801,10.8770,10.0058,3.6952,5.9116,7.5719,10.6085,11.0115
82.0312,13.1812,10.6388,8.3007,13.1401,12.1430,4.8084,8.0680,9.6760,11.3303,11.8510,9.3549,11.4641,13.7588,12.4211,7.4604,6.3602,8.4460,13.3044,14.9808
85.9375,24.6372,15.1395,10.8544,15.0510,12.6366,11.3521,10.4951,10.8678,14.8317,20.4544,13.0429,13.4055,15.2980,13.4457,10.9188,6.1528,8.5597,15.3588,17.5322
89.8438,32.4090,18.9930,12.5913,15.7757,11.7811,15.8343,11.8660,11.1658,17.2798,26.3090,15.3679,14.4415,15.4881,12.9834,13.2416,5.8927,7.9811,16.9155,18.5331
93.7500,34.4287,21.3615,13.3710,15.2919,9.9049,17.1034,12.0925,10.5983,18.3617,28.1956,15.9620,14.5590,14.6634,11.5093,13.5563,6.0445,7.0401,17.9900,18.0793
97.6562,30.2479,21.5448,13.0394,13.6475,7.5335,15.0513,11.1535,9.2457,17.8703,25.7257,14.7025,13.7103,13.2189,9.7625,11.4373,6.6269,6.1407,18.2531,16.3654
101.5625,21.5728,19.3278,11.4691,10.9367,5.2106,10.7283,9.0336,7.2114,15.8664,19.7697,11.9112,11.8901,11.3922,8.3236,7.3590,7.1927,5.5427,17.1753,13.6507
105.4688,11.8315,15.2101,8.7376,7.3937,3.3395,5.9500,5.8624,4.6971,12.8067,12.4089,8.3879,9.2726,9.2434,7.3493,2.6913,7.0804,5.2582,14.4351,10.2949
109.3750,4.6854,10.2753,5.2544,3.4918,2.0997,2.4757,2.0968,2.0781,9.4422,6.1572,5.1208,6.2523,6.8063,6.6106,-0.9166,5.7919,5.1199,10.2728,6.7619
113.2812,2.1369,5.6855,1.6706,-0.1031,1.4536,1.1291,-1.4925,-0.1490,6.4652,2.7194,2.7853,3.3154,4.2524,5.7650,-2.4542,3.3030,4.9521,5.4936,3.5256
117.1875,3.3556,2.0895,-1.4137,-2.7622,1.2163,1.3667,-4.1190,-1.5649,4.1200,2.0150,1.3714,0.8237,1.9103,4.6485,-2.1656,0.1560,4.7024,1.0881,0.9077
121.0938,5.0976,-0.6441,-3.7379,-4.1803,1.1528,1.6158,-5.3913,-2.0476,2.0841,2.1847,0.2446,-1.1227,0.1164,3.3880,-1.3905,-2.7200,4.4374,-2.2731,-1.0354
125.0000,3.6554,-3.1456,-5.4384,-4.5128,1.0697,0.2609,-5.5310,-1.8419,-0.2362,0.7251,-1.3478,-2.6350,-0.9827,2.2937,-1.6724,-4.3991,4.2228,-4.5143,-2.4767
128.9062,-2.7734,-5.8949,-6.8197,-4.2421,0.8801,-3.2885,-5.2051,-1.4004,-3.1654,-3.8839,-3.6633,-3.8393,-1.5040,1.6508,-3.7042,-4.3881,4.0060,-6.0185,-3.6377
132.8125,-12.8079,-8.6855,-8.0157,-3.8500,0.6286,-8.1297,-5.0677,-1.0926,-6.3655,-11.0973,-6.1907,-4.6944,-1.7051,1.5828,-6.8388,-2.8794,3.6196,-7.2062,-4.5834
136.7188,-22.5869,-10.6317,-8.8119,-3.5195,0.4670,-12.3355,-5.3368,-0.9852,-8.9085,-18.5148,-7.9357,-4.9721,-1.7467,2.0632,-9.5179,-0.6676,2.9210,-8.1559,-5.1387
140.6250,-28.0566,-10.7500,-8.7777,-3.0738,0.5846,-14.0938,-5.7074,-0.8536,-9.8050,-23.2713,-8.0723,-4.4182,-1.5293,3.0172,-10.3293,1.2651,1.9650,-8.5436,-4.9916
144.5312,-27.3625,-8.6941,-7.6072,-2.1868,1.1146,-12.7881,-5.6509,-0.4082,-8.6312,-23.6948,-6.4870,-2.9645,-0.7446,4.3816,-8.9507,2.2910,1.0663,-7.9192,-3.9116
148.4375,-21.7744,-5.0801,-5.4020,-0.6990,2.0524,-9.3103,-4.8523,0.4354,-5.8034,-20.1419,-3.8190,-0.8267,0.8768,6.0527,-6.3122,2.4900,0.6770,-6.0868,-1.9283
152.3438,-14.5782,-1.1334,-2.6726,1.2003,3.2290,-5.4121,-3.4467,1.4482,-2.3030,-14.5132,-0.9796,1.5869,3.2922,7.7781,-3.8789,2.5748,1.1424,-3.2973,0.6486
156.2500,-8.7840,2.0881,-0.0628,3.0540,4.3588,-2.5589,-1.8897,2.2191,0.9378,-8.8915,1.4705,3.8778,6.0513,9.1318,-2.5908,3.3943,2.4866,-0.1288,3.3713
160.1562,-5.3007,4.2997,1.9861,4.4119,5.1485,-1.0870,-0.5976,2.4295,3.5267,-4.3310,3.6047,5.8156,8.4602,9.6617,-2.2454,5.3063,4.3669,2.8215,5.8434
164.0625,-2.8452,5.9575,3.3805,5.0917,5.4218,-0.2329,0.3332,2.0741,5.6241,-0.6424,5.8616,7.3439,9.9099,9.1557,-1.7733,7.8280,6.2227,5.1887,7.8251
167.9688,0.4556,7.6243,4.2514,5.2434,5.1981,1.0358,1.0983,1.4817,7.5065,2.7961,8.4493,8.4586,10.1583,7.8426,-0.1912,9.8324,7.5259,6.8687,9.2047
171.8750,5.0688,9.2631,4.7092,5.1895,4.6833,3.0347,1.8923,1.1316,9.0732,5.9720,10.9152,9.0911,9.4006,6.3554,2.4910,10.2114,7.9887,7.8679,9.9019
175.7812,9.2468,10.0668,4.7133,5.1794,4.1696,4.9734,2.6191,1.3925,9.7359,7.8640,12.2597,9.1150,8.1082,5.4312,5.1070,8.6105,7.6361,8.1584,9.8215
179.6875,10.0875,9.0171,4.1700,5.2384,3.8907,5.4612,2.8740,2.3370,8.8233,7.1261,11.5630,8.4831,6.7691,5.5145,6.0701,5.7558,6.7466,7.6910,8.9198
183.5938,5.7197,5.7771,3.1521,5.2028,3.9006,3.5424,2.2349,3.7089,6.2005,3.3101,8.6943,7.3744,5.7017,6.5138,4.5063,3.1328,5.7272,6.5477,7.3367
187.5000,-3.0081,1.2123,2.0091,4.8817,4.0422,-0.5036,0.6362,5.0262,2.6011,-2.3817,4.5793,6.2026,5.0247,7.8703,0.9805,2.1794,4.9911,5.0605,5.4621
191.4062,-12.6440,-2.9217,1.2181,4.2098,4.0251,-5.1920,-1.4830,5.7489,-0.6490,-7.5202,0.7910,5.4341,4.7369,8.8908,-2.7146,3.4719,4.8556,3.7321,3.8401
195.3125,-19.0797,-4.9747,1.0564,3.2829,3.5762,-8.6964,-3.3999,5.4543,-2.3834,-9.8757,-1.3065,5.3110,4.7865,9.1230,-4.5958,6.3957,5.4485,2.9627,2.9246
199.2188,-20.0393,-4.4082,1.3524,2.2807,2.5876,-9.9554,-4.5490,3.9912,-2.3209,-8.8794,-1.3269,5.6644,5.0576,8.5365,-3.6842,9.4919,6.6306,2.7687,2.8278
203.1250,-16.4276,-2.1078,1.5416,1.3599,1.1831,-9.2653,-4.8626,1.5831,-1.2510,-6.0598,-0.0582,5.9599,5.3100,7.4233,-0.5967,11.2633,7.9820,2.7272,3.2314
207.0312,-11.6404,0.2123,1.0313,0.6040,-0.3325,-7.9739,-4.7589,-1.1730,-0.5282,-4.0860,1.0298,5.5738,5.1805,6.1287,2.8207,10.9535,8.9138,2.2290,3.5387
210.9375,-9.3312,1.0932,-0.3704,0.0452,-1.6129,-7.5088,-4.7873,-3.4646,-1.2023,-5.0298,0.6579,4.1477,4.3219,4.8288,4.5554,8.8604,8.9057,0.8946,3.1970
214.8438,-11.1304,0.1632,-2.2667,-0.2911,-2.4203,-8.4120,-5.1893,-4.5652,-3.3502,-9.0056,-1.5261,1.8207,2.6325,3.5050,3.5268,6.0488,7.7708,-1.1239,2.0033
218.7500,-15.7627,-1.7929,-3.8656,-0.3771,-2.7055,-10.0083,-5.6863,-4.1597,-6.0260,-14.0797,-4.7500,-0.7932,0.4228,2.1006,0.1009,3.6871,5.7940,-3.1643,0.2209
222.6562,-20.0098,-3.4745,-4.4195,-0.2129,-2.5820,-10.8828,-5.6368,-2.5116,-7.8246,-17.4638,-7.5280,-2.8625,-1.6319,0.7034,-4.1965,2.4242,3.6343,-4.3858,-1.5534
226.5625,-20.7624,-3.8929,-3.6099,0.1460,-2.2209,-9.8056,-4.4458,-0.3468,-7.6707,-17.1640,-8.4163,-3.6948,-2.7776,-0.4083,-7.5148,2.1499,2.0190,-4.1951,-2.6833
230.4688,-16.8069,-2.8197,-1.6420,0.6080,-1.7415,-6.4945,-1.9574,1.5093,-5.3506,-13.0252,-6.7092,-3.0143,-2.5614,-0.8995,-8.5650,2.2200,1.3995,-2.5070,-2.7784
234.3750,-9.3250,-0.6599,0.9592,1.1026,-1.1656,-1.7662,1.4072,2.5381,-1.5266,-6.5987,-2.7513,-1.0496,-1.0771,-0.5885,-7.1223,1.9521,1.7708,0.2838,-1.8271
238.2812,-0.9907,2.0050,3.6544,1.6232,-0.4561,2.9520,4.8219,2.7338,2.6818,-0.0736,2.2356,1.5846,1.0824,0.4283,-3.9838,1.0717,2.7561,3.5448,-0.1390
242.1875,5.6109,4.7766,6.0729,2.2065,0.4011,6.3969,7.4194,2.4915,6.2403,4.9539,6.6902,4.1344,3.1439,1.8232,-0.4910,-0.1404,3.8801,6.6728,1.8363
246.0938,9.2743,7.4688,8.0022,2.8592,1.3400,8.0706,8.6489,2.2777,8.5722,8.1371,9.3596,5.9760,4.5473,3.2143,2.1155,-1.0501,4.8336,9.2395,3.7010
250.0000,10.5487,9.9148,9.2914,3.5011,2.2256,8.3759,8.4744,2.3238,9.6419,10.2250,9.7857,6.8061,5.1765,4.3387,3.2303,-1.0718,5.5554,10.9991,5.2219
253.9062,11.1770,11.8401,9.8252,3.9840,2.9216,8.2863,7.3540,2.5494,9.8129,12.3826,8.4345,6.6961,5.3022,5.1091,3.0970,-0.0295,6.1060,11.8419,6.3380
257.8125,13.0147,12.9713,9.6124,4.1830,3.3530,8.7768,6.0238,2.7343,9.6054,15.4662,6.4141,5.9987,5.2987,5.5435,2.6085,1.7203,6.4660,11.7771,7.0897
261.7188,16.9689,13.2623,8.8774,4.0808,3.5071,10.3014,5.1648,2.7595,9.4483,19.5749,4.8985,5.1455,5.3369,5.6546,2.7598,3.4538,6.4454,10.9436,7.5177
265.6250,22.3766,12.9659,8.0005,3.7581,3.3630,12.5332,5.0727,2.6984,9.4730,23.9328,4.5154,4.4190,5.2513,5.3978,3.9918,4.4312,5.7893,9.5831,7.5770
269.5312,27.0686,12.4022,7.2808,3.2820,2.8120,14.4558,5.4817,2.6800,9.4072,27.0376,5.0096,3.8051,4.6521,4.7119,5.7827,4.2409,4.4034,7.9360,7.1048
273.4375,28.1633,11.5859,6.6821,2.5842,1.6556,14.7748,5.6660,2.6569,8.6497,27.0654,5.3840,3.0066,3.1929,3.6003,6.7868,2.9616,2.5150,6.1091,5.8679
277.3438,23.3943,10.0702,5.7941,1.4563,-0.2742,12.5084,4.8315,2.3158,6.5690,22.5650,4.4845,1.6334,0.8234,2.1721,5.5486,1.0769,0.6291,4.0293,3.6937
281.2500,12.4621,7.2394,4.1055,-0.2878,-2.9172,7.5284,2.6263,1.2635,2.9332,13.3201,1.7327,-0.5172,-2.1184,0.6120,1.4586,-0.7850,-0.7104,1.5594,0.6427
285.1562,-2.2962,2.9062,1.4341,-2.5779,-5.8398,0.7914,-0.5273,-0.6140,-1.7666,0.9760,-2.4170,-3.2392,-5.0039,-0.8835,-4.6270,-2.1296,-1.1933,-1.2749,-2.8702
289.0625,-16.4776,-2.2474,-1.8082,-4.9636,-8.2749,-5.9128,-3.5367,-2.9022,-6.3576,-11.1059,-6.6002,-5.9008,-7.1320,-2.1402,-10.5698,-2.7481,-0.8691,-4.1161,-6.1058
292.9688,-25.4042,-6.8174,-4.7562,-6.7418,-9.3895,-10.6562,-5.1960,-4.7643,-9.4706,-19.0199,-9.2308,-7.6775,-7.9577,-2.9865,-13.9589,-2.6939,-0.0500,-6.3291,-8.2267
296.8750,-26.3577,-9.4277,-6.5927,-7.3055,-8.6812,-12.2211,-4.9058,-5.3979,-10.2545,-20.1301,-9.3871,-7.9426,-7.2520,-3.2268,-13.4304,-2.1536,0.9167,-7.3011,-8.6521
300.7812,-20.0427,-9.6152,-7.0807,-6.5108,-6.2929,-10.6740,-3.1045,-4.5604,-8.9007,-14.5641,-7.3735,-6.6135,-5.1674,-2.6795,-9.5067,-1.3279,1.8348,-6.8252,-7.3686
304.6875,-10.3406,-8.2051,-6.7368,-4.8136,-3.0481,-7.3357,-1.0913,-2.7849,-6.6149,-5.3969,-4.5981,-4.2541,-2.2133,-1.2972,-4.3906,-0.3983,2.6825,-5.3116,-5.0089
308.5938,-2.3542,-6.8471,-6.4963,-3.0593,-0.1391,-4.1314,-0.2951,-1.0986,-4.9978,2.7812,-2.8058,-1.8520,0.8512,0.7037,-0.7699,0.4432,3.4908,-3.6595,-2.6146
