Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,0.4477,0.5081,0.4049,1.6172,3.2172,-1.6458,-4.1341,1.8813,1.6743,-0.0652,0.4422,-2.0873,0.5630,2.9916,-0.4669,-1.5269,1.4238,1.0526,0.5288
3.9062,1.7732,-0.6368,0.7054,2.0566,4.5717,-1.7180,-2.9550,2.6470,1.5946,1.1603,-0.3790,-3.2611,1.5332,4.3076,-1.1327,-2.7234,2.1299,1.3805,0.7664
7.8125,2.6965,-1.7936,1.3241,2.6543,6.0077,-1.2316,-0.7067,3.7593,1.0824,1.9166,-0.9752,-3.9112,2.7895,5.8824,-1.4197,-3.4718,3.0115,1.7552,1.4383
11.7188,2.9008,-2.2438,2.2416,3.2226,6.9178,-0.1820,1.9873,4.8628,0.2104,2.0592,-0.9809,-3.5345,3.9340,7.1973,-1.1214,-3.7509,3.7114,2.0375,2.4446
15.6250,2.5560,-1.3978,3.3261,3.4787,6.7070,1.1985,4.2417,5.4895,-0.7073,1.9746,-0.3915,-2.1534,4.4669,7.6540,-0.3556,-3.8875,3.7897,2.0434,3.3762
19.5312,2.2076,0.8218,4.3175,3.1449,5.0502,2.5763,5.4021,5.2766,-1.2775,2.2952,0.3882,-0.3434,4.0181,6.8212,0.4952,-4.1827,2.9462,1.6030,3.6448
23.4375,2.3703,3.8333,4.8741,2.0776,2.0644,3.6924,5.4117,4.1430,-1.2726,3.3424,0.7900,1.0962,2.5513,4.6510,1.0024,-4.5047,1.2153,0.6530,2.7706
27.3438,3.1125,6.6095,4.7007,0.3702,-1.6862,4.4613,4.8250,2.3268,-0.7953,4.7130,0.4632,1.6167,0.4146,1.5490,0.9175,-4.2182,-0.9928,-0.6768,0.6741
31.2500,3.9494,8.1519,3.7138,-1.6330,-5.3648,4.9408,4.4638,0.2698,-0.2374,5.3830,-0.4735,1.2212,-1.8033,-1.7526,0.2705,-2.5893,-3.0542,-2.0456,-2.2068
35.1562,4.1545,7.9600,2.1397,-3.4396,-8.1466,5.2166,4.9275,-1.5754,-0.0406,4.3522,-1.4934,0.3977,-3.5395,-4.4716,-0.6892,0.5719,-4.4168,-3.0044,-5.0683
39.0625,3.2939,6.2234,0.4484,-4.6030,-9.4939,5.3008,6.2452,-2.9084,-0.4086,1.4319,-2.0005,-0.2546,-4.4937,-6.0718,-1.6313,4.5087,-4.8508,-3.2066,-7.0945
