Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-0.7271,1.9948,4.6569,3.6643,4.0661,-1.9902,0.7354,4.0602,0.6404,-0.2227,1.3863,2.4615,3.5470,3.7080,2.6139,-2.1111,3.7737,2.1162,4.1788
3.9062,0.5983,0.0191,2.6374,2.9944,3.9060,-2.6474,-0.4589,2.7821,0.1756,0.1566,2.0316,3.5435,3.5280,3.1422,2.3561,0.0842,3.7042,1.2530,3.6716
7.8125,0.5899,-3.2195,-1.1576,1.0969,3.1455,-1.6733,-1.5624,0.6340,-1.1562,-0.8970,1.7728,3.9180,2.5248,1.9797,0.4002,3.0725,2.6915,-0.4873,2.1895
11.7188,-1.3571,-6.8801,-6.0311,-1.8960,1.5429,0.7168,-2.2869,-2.0157,-3.2893,-3.5685,0.1545,2.8170,0.1373,-0.0075,-2.7702,5.8588,0.3560,-2.9249,-0.5106
15.6250,-4.6204,-9.5456,-10.5121,-5.2665,-0.8219,3.4882,-2.5361,-4.5233,-5.5525,-6.9139,-2.4864,0.1976,-3.4024,-2.7662,-5.7596,7.6431,-3.0873,-5.4347,-4.1242
19.5312,-7.4515,-9.9160,-13.0577,-8.0413,-3.5475,5.3835,-2.4583,-6.3022,-6.9135,-9.1696,-5.0952,-3.1548,-7.2511,-5.8964,-7.0669,8.1575,-6.8281,-7.2288,-7.8465
23.4375,-7.9061,-7.6041,-12.9248,-9.5080,-6.1104,5.6130,-2.3739,-7.1447,-6.5659,-8.7341,-6.5072,-6.0855,-10.3818,-8.7989,-6.0530,7.5400,-9.8537,-7.8091,-10.7618
27.3438,-5.0604,-3.5122,-10.6389,-9.5762,-8.1240,4.1897,-2.6111,-7.3069,-4.4920,-5.2153,-6.1848,-7.7637,-12.1332,-10.9517,-3.3827,5.9500,-11.4846,-7.2744,-12.3280
31.2500,0.3155,0.5365,-7.6968,-8.7320,-9.4719,1.7558,-3.3256,-7.2829,-1.5786,0.2073,-4.5475,-8.0979,-12.4866,-12.1239,-0.5957,3.3636,-11.6774,-6.2328,-12.6024
35.1562,6.1460,2.7755,-5.6430,-7.6247,-10.2292,-0.8763,-4.3962,-7.4180,0.8662,5.4402,-2.6303,-7.5783,-11.8759,-12.3788,0.9146,-0.1941,-10.8791,-5.3452,-12.0398
39.0625,10.2926,2.5057,-5.1152,-6.6011,-10.4633,-3.0931,-5.4565,-7.6487,1.9187,8.7651,-1.3126,-6.7113,-10.7046,-11.8868,0.7959,-4.1769,-9.5630,-4.8243,-11.0295
42.9688,11.8221,0.4805,-5.5217,-5.5456,-10.1088,-4.5474,-6.0658,-7.5812,1.6165,9.8711,-0.7059,-5.5505,-8.9900,-10.7282,-0.1375,-7.3328,-7.8366,-4.2888,-9.5705
46.8750,11.4296,-1.6185,-5.5985,-4.1534,-9.0565,-5.0235,-5.9470,-6.8781,0.8763,9.8824,-0.1823,-3.7454,-6.4637,-8.8820,-0.6305,-8.1990,-5.4677,-3.1288,-7.3908
