Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
0.0000,-39.4540,-20.0504,-10.8321,-10.0526,-7.6646,-13.0280,-15.9616,-6.5223,-22.0407,-42.8036,-26.2212,-16.1611,-10.6901,-4.8016,-37.7453,-11.5805,-6.7815,-15.6689,-10.7695
3.9062,-43.7641,-17.6031,-7.9001,-7.8438,-6.1135,-12.9275,-13.9035,-5.1372,-21.7865,-46.4394,-24.6321,-12.6802,-9.5869,-2.7834,-41.5620,-11.9588,-5.8316,-13.1981,-8.5811
7.8125,-50.0047,-13.7662,-3.6962,-3.8190,-2.4692,-12.2951,-6.8639,-2.6104,-20.2403,-51.5291,-23.2072,-7.9322,-6.9469,1.0019,-47.1539,-11.9172,-4.2904,-9.0099,-4.6656
11.7188,-55.5662,-9.1481,0.9300,1.5093,3.1349,-10.5089,5.1782,0.7865,-16.9558,-55.9477,-22.0962,-3.1920,-3.0157,6.0577,-52.7063,-11.5923,-2.5816,-3.8561,0.2667
15.6250,-57.1400,-4.8041,4.8606,6.9102,9.4852,-7.2414,19.5148,4.3780,-12.2471,-57.1893,-20.9553,0.1921,1.2393,11.0349,-55.8801,-11.3959,-1.2891,0.9044,4.8234
19.5312,-52.4737,-1.8855,7.1655,10.8969,14.6830,-2.8416,31.4200,7.3051,-7.2139,-53.6808,-19.1276,1.4977,4.5532,14.2552,-54.9095,-11.7109,-0.8370,3.9223,7.5675
23.4375,-41.8046,-1.1378,7.5207,12.4236,17.0705,1.6911,36.2468,8.8875,-3.2340,-45.7023,-16.1026,1.0293,6.0600,14.5715,-49.4938,-12.5494,-1.2267,4.5869,7.8126
27.3438,-28.0402,-2.4517,6.3731,11.4297,16.1517,5.2311,31.8968,8.9519,-1.1935,-35.3430,-11.9680,-0.0403,5.8075,12.0576,-40.9934,-13.4387,-2.0150,3.4132,6.0725
31.2500,-15.4797,-4.7367,4.7256,8.8677,12.8808,7.2396,20.2548,7.9294,-0.9778,-25.5106,-7.5564,-0.3571,4.6944,8.0389,-31.8451,-13.6633,-2.5777,1.7695,3.7990
35.1562,-7.7737,-6.3042,3.5994,6.1393,9.0557,8.1399,6.6287,6.6229,-1.6180,-18.5921,-4.1690,0.7496,3.7993,4.3642,-24.5413,-12.7392,-2.5165,1.0231,2.4757
39.0625,-6.2874,-5.6905,3.4361,4.2492,6.1664,9.0070,-2.6743,5.7477,-2.0341,-15.5351,-3.0006,2.7361,3.5368,2.3287,-20.7056,-10.8036,-1.9461,1.6058,2.6035
42.9688,-9.7418,-2.5296,3.7974,3.2210,4.4744,10.7238,-3.4007,5.5082,-1.8504,-15.7715,-4.5467,4.0445,3.2712,1.9512,-20.6442,-8.6275,-1.4472,2.6463,3.2830
46.8750,-15.1683,2.0763,3.6155,2.1924,3.0014,13.2104,4.6172,5.4926,-1.6422,-17.8257,-8.2666,3.0405,1.7655,2.1149,-23.4176,-7.1878,-1.6699,2.5162,2.7773
50.7812,-19.4210,6.0538,1.9291,0.1686,0.4812,15.3675,17.5460,4.9805,-2.3583,-20.0558,-12.6467,-0.7863,-1.7547,1.5051,-27.2208,-7.0423,-2.8148,0.0369,-0.2108
54.6875,-20.2978,7.5836,-1.3032,-3.0640,-3.3891,15.8884,29.6440,3.4850,-4.2958,-21.0438,-15.6503,-6.1106,-6.6603,-0.3063,-29.8365,-7.9064,-4.3444,-4.4281,-5.3723
58.5938,-16.8023,6.3745,-4.8678,-6.5290,-7.3491,14.4172,36.1337,1.1717,-6.4238,-19.5834,-15.4144,-10.1387,-10.8749,-2.4285,-29.0987,-8.7363,-5.1721,-8.8130,-10.6024
62.5000,-8.8117,4.1266,-6.7720,-8.5219,-9.1755,12.1731,35.2747,-1.1472,-6.6959,-14.6211,-10.9748,-10.0455,-11.9489,-3.2442,-23.4453,-8.3151,-4.2884,-10.3938,-13.0766
66.4062,3.1986,3.7152,-5.3664,-7.7041,-7.1740,11.4490,28.6508,-2.4676,-3.3133,-5.5488,-2.7655,-4.7515,-8.6678,-1.6555,-12.5820,-6.0156,-1.4750,-7.4908,-11.0128
70.3125,17.9761,7.4254,-0.4699,-4.1042,-1.5493,14.1789,19.8017,-2.2053,3.8408,7.1440,7.3427,4.0565,-2.1252,1.9109,1.9668,-2.2825,2.3579,-0.7480,-4.9917
74.2188,33.1029,15.2695,6.2499,0.7066,5.3732,20.4979,12.2272,-0.5506,12.6283,21.3333,16.5714,12.4493,4.5772,5.5314,16.8463,1.4784,5.4961,6.9321,2.1206
78.1250,45.0875,24.5215,11.9958,4.4692,10.3655,28.3339,7.9498,1.6804,19.4964,33.4722,22.2125,16.2169,7.9799,6.9373,27.7367,3.5769,6.2973,11.8977,6.7313
82.0312,50.4199,30.9404,14.3230,5.6154,11.2369,34.4280,7.2309,3.5915,21.3545,39.8037,22.6860,13.2191,6.3122,5.0564,30.9959,2.9253,4.1404,11.8383,6.6561
85.9375,47.3118,31.1020,12.5218,4.2602,8.2243,36.2042,9.2018,4.7612,17.3729,38.1322,18.2004,4.7127,0.6307,0.8696,25.4220,-0.3429,-0.1259,7.1544,2.4804
89.8438,37.0986,24.4896,8.0411,2.1198,3.8708,33.2968,12.6827,5.4137,9.5652,29.1838,10.6790,-5.2159,-5.7263,-3.0803,13.1963,-4.8570,-4.5431,0.7217,-2.7519
93.7500,24.2048,14.0426,3.6718,1.3849,1.4305,27.7358,16.6008,6.1029,1.7568,16.6647,2.9688,-11.8338,-9.0712,-4.2672,-0.6715,-8.6058,-7.0407,-3.8089,-5.3524
97.6562,14.3465,4.7533,1.9840,3.2977,2.8348,22.6869,19.9561,7.1688,-2.4366,5.8093,-2.2785,-12.2621,-7.4813,-1.8093,-10.3302,-9.8434,-6.5080,-4.0858,-3.1603
101.5625,11.7944,1.0797,3.9749,7.3875,7.5539,20.5940,21.7258,8.4006,-1.3969,1.0966,-3.5113,-6.7968,-1.7740,2.9677,-11.6258,-7.8590,-3.3216,-0.2040,3.2886
105.4688,17.2456,4.6566,8.7168,11.8660,13.0734,21.9218,21.0921,9.1806,3.9635,4.3182,-0.5919,1.6679,5.2127,7.4318,-3.9337,-3.2592,0.9577,5.7212,11.2716
